FacilityID,Name,Address,City,State,ZIP,County,Type,Ownership,Emergency,EHR,Geo,MSPB,ERR.AMI,ERR.CBG,ERR.COPD,ERR.HF,ERR.HIPKNEE,ERR.PNEU
50770,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,28062 BAXTER ROAD,MURRIETA,CA,92563,Riverside,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"28062 BAXTER ROAD MURRIETA, CA 92563 (33.613435, -117.168923)",0.980252,1.105,1.0194,0.9911,0.9857,1.1909,1.054
510002,GREENBRIER VALLEY MEDICAL CENTER,1320 MAPLEWOOD AVENUE,RONCEVERTE,WV,24970,Greenbrier,Acute Care Hospitals,Proprietary,TRUE,TRUE,"1320 MAPLEWOOD AVENUE RONCEVERTE, WV 24970",0.996528,0.9978,,1.0781,1.0657,0.9701,0.9831
290001,RENOWN REGIONAL MEDICAL CENTER,1155 MILL STREET,RENO,NV,89502,Washoe,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"1155 MILL STREET RENO, NV 89502 (39.524747, -119.796721)",1.000404,0.7671,0.8842,1.0239,0.8677,0.9937,0.9786
100052,WINTER HAVEN HOSPITAL,200 AVE F NE,WINTER HAVEN,FL,33881,Polk,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"200 AVE F NE WINTER HAVEN, FL 33881 (28.027669, -81.726746)",1.077895,1.0066,1.1061,1.0111,0.9797,0.6866,1.0698
450571,SHANNON MEDICAL CENTER,120 EAST HARRIS AVENUE,SAN ANGELO,TX,76903,Tom Green,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"120 EAST HARRIS AVENUE SAN ANGELO, TX 76903 (31.464485, -100.43509)",0.975185,0.9657,0.9715,0.9822,0.8782,1.0169,1.0229
140189,SARAH BUSH LINCOLN HEALTH CENTER,1000 HEALTH CENTER DRIVE P O BOX 372,MATTOON,IL,61938,Coles,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"1000 HEALTH CENTER DRIVE P O BOX 372 MATTOON, IL 61938 (39.488543, -88.275793)",0.937614,1.0557,,0.9864,1.0672,1.0473,1.0091
230022,PROMEDICA COLDWATER REGIONAL HOSPITAL,274 E CHICAGO ST,COLDWATER,MI,49036,Branch,Acute Care Hospitals,Government - Local,TRUE,TRUE,"274 E CHICAGO ST COLDWATER, MI 49036 (41.938969, -84.990585)",0.92545,,,0.9963,1.1285,0.9729,0.964
450099,PAMPA REGIONAL MEDICAL CENTER,1 MEDICAL PLAZA,PAMPA,TX,79065,Gray,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"1 MEDICAL PLAZA PAMPA, TX 79065 (35.656991, -101.407964)",0.96623,1.0907,,0.9509,0.9425,1.0497,1.0403
330205,ST ANTHONY COMMUNITY HOSPITAL,15 MAPLE AVENUE -19,WARWICK,NY,10990,Orange,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,"15 MAPLE AVENUE -19 WARWICK, NY 10990 (41.261094, -74.356945)",0.994045,1.0236,,1.1162,1.0926,1.0035,1.0673
390290,HAHNEMANN UNIVERSITY HOSPITAL,230 NORTH BROAD STREET,PHILADELPHIA,PA,19102,Philadelphia,Acute Care Hospitals,Proprietary,TRUE,TRUE,"230 NORTH BROAD STREET PHILADELPHIA, PA 19102 (39.957334, -75.162597)",1.009391,1.0899,,1.0887,1.1245,0.9915,1.0176
160104,TRINITY BETTENDORF,4500 UTICA RIDGE ROAD,BETTENDORF,IA,52722,Scott,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"4500 UTICA RIDGE ROAD BETTENDORF, IA 52722 (41.566105, -90.51736)",0.894486,1.0375,,1.0032,1.0784,1.1194,1.0788
220084,EMERSON HOSPITAL -,133 OLD ROAD TO 9 ACRE CORNER,W CONCORD,MA,1742,Middlesex,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,"133 OLD ROAD TO 9 ACRE CORNER W CONCORD, MA 01742 (42.452628, -71.377231)",0.938742,1.0359,,0.9393,0.9186,0.8592,0.901
110135,TAYLOR REGIONAL HOSPITAL,222 PERRY HWY,HAWKINSVILLE,GA,31036,Pulaski,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"222 PERRY HWY HAWKINSVILLE, GA 31036 (32.295625, -83.48581)",1.181907,,,0.9687,0.9247,0.9503,0.961
340109,SENTARA ALBEMARLE MEDICAL CENTER,1144 N ROAD ST,ELIZABETH CITY,NC,27909,Pasquotank,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,,"1144 N ROAD ST ELIZABETH CITY, NC 27909 (36.32153, -76.22002)",0.922615,0.9545,,1.0397,1.0227,0.9989,0.9553
490094,BON SECOURS RICHMOND COMMUNITY HOSPITAL,1500 N. 28TH STREET,RICHMOND,VA,23223,Richmond City,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"1500 N. 28TH STREET RICHMOND, VA 23223 (37.540264, -77.406271)",0.883581,,,1.0509,0.9954,,
330208,ST JOHN'S RIVERSIDE HOSPITAL,976 NORTH BROADWAY,YONKERS,NY,10701,Westchester,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"976 NORTH BROADWAY YONKERS, NY 10701 (40.96784, -73.885107)",1.013107,0.9878,,1.0649,1.1231,1.3675,1.149
320003,ALTA VISTA REGIONAL HOSPITAL,104 LEGION DRIVE,LAS VEGAS,NM,87701,San Miguel,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,"104 LEGION DRIVE LAS VEGAS, NM 87701 (35.62215, -105.209851)",0.81602,,,0.9022,1.0201,,1.0599
220077,BAYSTATE MEDICAL CENTER,759 CHESTNUT STREET,SPRINGFIELD,MA,1199,Hampden,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"759 CHESTNUT STREET SPRINGFIELD, MA 01199 (42.121712, -72.605956)",0.993949,1.0136,1.0569,1.0243,0.9598,0.8614,0.9869
50417,SUTTER COAST HOSPITAL,800 E WASHINGTON BLVD,CRESCENT CITY,CA,95531,Del Norte,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,"800 E WASHINGTON BLVD CRESCENT CITY, CA 95531 (41.772698, -124.194144)",0.890185,1.0265,,0.9434,0.9857,,0.9326
490001,NORTON COMMUNITY HOSPITAL,100  15TH NW STREET,NORTON,VA,24273,Norton City,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"100 15TH NW STREET NORTON, VA 24273 (36.932031, -82.64338)",0.885278,,,0.9466,1.1412,,1.014
450422,BAYLOR SCOTT AND WHITE MEDICAL CENTER UPTOWN,2727 EAST LEMMON AVENUE BUILDING I,DALLAS,TX,75204,Dallas,Acute Care Hospitals,Proprietary,TRUE,,"2727 EAST LEMMON AVENUE BUILDING I DALLAS, TX 75204 (32.80453, -96.794757)",0.981144,,,,,0.9626,
330027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,EAST MEADOW,NY,11554,Nassau,Acute Care Hospitals,Government - Local,TRUE,TRUE,"2201 HEMPSTEAD TURNPIKE EAST MEADOW, NY 11554 (40.725298, -73.554413)",1.073669,1.032,,1.0947,1.1663,,1.1777
490145,STONESPRINGS HOSPITAL CENTER,24440 STONE SPRINGS BOULEVARD,DULLES,VA,20166,Loudoun,Acute Care Hospitals,Proprietary,TRUE,TRUE,"24440 STONE SPRINGS BOULEVARD DULLES, VA 20166 (38.941185, -77.544301)",1.031415,,,0.9701,0.9766,,
130066,NORTHWEST SPECIALTY HOSPITAL,1593 EAST POLSTON AVENUE,POST FALLS,ID,83854,Kootenai,Acute Care Hospitals,Proprietary,FALSE,TRUE,"1593 EAST POLSTON AVENUE POST FALLS, ID 83854 (47.71441, -116.924455)",0.929935,,,,,1.0922,
280105,CHI HEALTH MIDLANDS,11111 SOUTH 84TH ST,PAPILLION,NE,68046,Sarpy,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,"11111 SOUTH 84TH ST PAPILLION, NE 68046 (41.136866, -96.042825)",0.924879,0.9741,,1.0381,0.8822,1.0634,0.9685
150157,ST VINCENT CARMEL HOSPITAL INC,13500 N MERIDIAN ST,CARMEL,IN,46032,Hamilton,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,"13500 N MERIDIAN ST CARMEL, IN 46032 (39.983065, -86.14716)",0.96551,,,1.0284,0.9576,0.8938,0.9893
490111,WYTHE COUNTY COMMUNITY HOSPITAL,600 WEST RIDGE ROAD,WYTHEVILLE,VA,24382,Wythe,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,"600 WEST RIDGE ROAD WYTHEVILLE, VA 24382 (36.953297, -81.095069)",1.022496,0.9745,,1.0802,0.9627,0.9565,0.9417
360065,FISHER-TITUS HOSPITAL,272 BENEDICT AVENUE,NORWALK,OH,44857,Huron,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"272 BENEDICT AVENUE NORWALK, OH 44857 (41.226034, -82.602008)",0.925383,0.9793,,1.0067,1.0509,0.9343,0.9254
150042,GOOD SAMARITAN HOSPITAL,520 S 7TH ST,VINCENNES,IN,47591,Knox,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,"520 S 7TH ST VINCENNES, IN 47591 (38.67292, -87.534213)",1.065391,0.9751,,0.9632,1.0628,0.8561,0.926
100179,MEMORIAL HOSPITAL JACKSONVILLE,3625 UNIVERSITY BLVD S,JACKSONVILLE,FL,32216,Duval,Acute Care Hospitals,Proprietary,TRUE,TRUE,"3625 UNIVERSITY BLVD S JACKSONVILLE, FL 32216 (30.287633, -81.602405)",1.0406,1.0771,0.9968,1.0715,1.1736,1.3654,1.0268
420067,BEAUFORT COUNTY MEMORIAL HOSPITAL,955 RIBAUT RD,BEAUFORT,SC,29902,Beaufort,Acute Care Hospitals,Government - Local,TRUE,TRUE,"955 RIBAUT RD BEAUFORT, SC 29902 (32.417244, -80.688546)",0.939961,0.956,,0.957,1.0211,0.8726,0.9882
150010,ST VINCENT KOKOMO,1907 W SYCAMORE ST,KOKOMO,IN,46904,Howard,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,"1907 W SYCAMORE ST KOKOMO, IN 46904 (40.487218, -86.155487)",1.045933,0.9921,,0.9169,0.9943,1.0228,0.9109
50498,SUTTER AUBURN FAITH HOSPITAL,11815 EDUCATION STREET,AUBURN,CA,95603,Placer,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"11815 EDUCATION STREET AUBURN, CA 95603 (38.944317, -121.099423)",0.937037,,,0.9041,0.8821,1.1681,0.7976
510024,MONONGALIA COUNTY GENERAL HOSPITAL,1200 JD ANDERSON DRIVE,MORGANTOWN,WV,26505,Monongalia,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,"1200 JD ANDERSON DRIVE MORGANTOWN, WV 26505 (39.66262, -79.94639)",1.030829,1.036,1.0462,0.8875,0.8937,1.0811,1.0151
110234,SGMC BERRIEN CAMPUS,1221 E MCPHERSON AVENUE,NASHVILLE,GA,31639,Berrien,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,"1221 E MCPHERSON AVENUE NASHVILLE, GA 31639 (31.203629, -83.238337)",0.78321,,,,,,1.0099
420104,MOUNT PLEASANT HOSPITAL,3500 HIGHWAY 17 NORTH,MOUNT PLEASANT,SC,29466,Charleston,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"3500 HIGHWAY 17 NORTH MOUNT PLEASANT, SC 29466 (32.877082, -79.7679)",0.896548,,,0.9774,0.9913,,0.9749
310016,CAREPOINT HEALTH-CHRIST HOSPITAL,176 PALISADE AVE,JERSEY CITY,NJ,7306,Hudson,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,"176 PALISADE AVE JERSEY CITY, NJ 07306 (40.734876, -74.050142)",1.110159,1.1306,,1.1687,1.0969,,1.1786
520177,FROEDTERT MEMORIAL LUTHERAN HOSPITAL,9200 W WISCONSIN AVE,MILWAUKEE,WI,53226,Milwaukee,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"9200 W WISCONSIN AVE MILWAUKEE, WI 53226 (43.038407, -88.027316)",0.975068,1.0498,1.0036,0.9574,1.0289,1.0082,1.0013
450890,BAYLOR REGIONAL MEDICAL CENTER AT PLANO,4700 ALLIANCE BOULEVARD,PLANO,TX,75093,Collin,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,"4700 ALLIANCE BOULEVARD PLANO, TX 75093 (33.014361, -96.791185)",1.037559,1.0458,,1.0087,0.9319,1.0172,0.9567
30043,CANYON VISTA MEDICAL CENTER,5700 EAST HIGHWAY 90,SIERRA VISTA,AZ,85635,Cochise,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,"5700 EAST HIGHWAY 90 SIERRA VISTA, AZ 85635 (31.554635, -110.230726)",0.955066,1.0046,,0.9452,1.0409,1.4924,1.0767
100008,BAPTIST HOSPITAL OF MIAMI,8900 N KENDALL DR,MIAMI,FL,33176,Miami-Dade,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"8900 N KENDALL DR MIAMI, FL 33176 (25.687781, -80.339086)",1.013727,0.9722,0.9632,1.0293,0.9478,0.8052,0.9219
360174,UPPER VALLEY MEDICAL CENTER,3130 NORTH COUNTY ROAD 25A,TROY,OH,45373,Miami,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"3130 NORTH COUNTY ROAD 25A TROY, OH 45373 (40.087789, -84.223537)",1.056791,0.9675,,1.0786,0.9868,1.0615,1.0248
80009,"BAYHEALTH HOSPITAL, SUSSEX CAMPUS",100 WELLNESS WAY,MILFORD,DE,19963,Sussex,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"100 WELLNESS WAY MILFORD, DE 19963",0.999013,0.958,,0.947,0.9718,0.8487,1.0159
20018,YUKON KUSKOKWIM DELTA REG HOSPITAL,PO BOX 287,BETHEL,AK,99559,Bethel,Acute Care Hospitals,Tribal,TRUE,TRUE,"PO BOX 287 BETHEL, AK 99559",0.817469,,,0.985,0.9989,,0.8581
450808,NORTHWEST HILLS SURGICAL HOSPITAL,6818 AUSTIN CTR BLVD SUITE 100,AUSTIN,TX,78731,Travis,Acute Care Hospitals,Proprietary,TRUE,,"6818 AUSTIN CTR BLVD SUITE 100 AUSTIN, TX 78731 (30.350316, -97.751026)",0.985984,,,,,0.9536,
450024,UNIVERSITY MEDICAL CENTER OF EL PASO,4815 ALAMEDA AVE,EL PASO,TX,79905,El Paso,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,"4815 ALAMEDA AVE EL PASO, TX 79905 (31.771291, -106.436022)",1.049003,1.0145,,0.9877,1.0558,,1.0036
50588,SAN DIMAS COMMUNITY HOSPITAL,1350 W COVINA BLVD,SAN DIMAS,CA,91773,Los Angeles,Acute Care Hospitals,Proprietary,TRUE,TRUE,"1350 W COVINA BLVD SAN DIMAS, CA 91773 (34.099423, -117.835006)",1.090139,,,0.9958,1.0214,0.9831,0.9967
450638,HCA HOUSTON HEALTHCARE NORTHWEST,710 CYPRESS CREEK PARKWAY,HOUSTON,TX,77090,Harris,Acute Care Hospitals,Proprietary,TRUE,TRUE,"710 CYPRESS CREEK PARKWAY HOUSTON, TX 77090 (30.018099, -95.439796)",1.156396,1.0168,1.1467,1.0197,1.1167,1.1042,1.0233
30089,BANNER THUNDERBIRD MEDICAL CENTER,5555 WEST THUNDERBIRD ROAD,GLENDALE,AZ,85306,Maricopa,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,"5555 WEST THUNDERBIRD ROAD GLENDALE, AZ 85306 (33.610731, -112.178698)",1.001146,0.9324,1.0323,0.9956,0.9004,1.0633,0.9016
10150,L V STABLER MEMORIAL HOSPITAL,29 L V STABLER DRIVE,GREENVILLE,AL,36037,Butler,Acute Care Hospitals,Proprietary,TRUE,,"29 L V STABLER DRIVE GREENVILLE, AL 36037 (31.82945, -86.64586)",1.022274,,,0.968,1.0158,1.0343,1.0135
450537,METHODIST RICHARDSON MEDICAL CENTER,2831 E PRESIDENT GEORGE BUSH HIGHWAY,RICHARDSON,TX,75082,Collin,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,"2831 E PRESIDENT GEORGE BUSH HIGHWAY RICHARDSON, TX 75082 (32.996143, -96.669176)",1.173093,0.9847,1.0813,0.939,0.9945,0.9479,0.9396
390179,CHESTER COUNTY HOSPITAL,701 EAST MARSHALL STREET,WEST CHESTER,PA,19380,Chester,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"701 EAST MARSHALL STREET WEST CHESTER, PA 19380 (39.97186, -75.600924)",0.959497,0.9268,1.0316,0.9643,0.8919,1.0579,0.8796
50289,SETON MEDICAL CENTER,1900 SULLIVAN AVENUE,DALY CITY,CA,94015,San Mateo,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,,"1900 SULLIVAN AVENUE DALY CITY, CA 94015 (37.680315, -122.47291)",0.985371,0.9811,0.9983,1.003,0.9535,1.0239,1.0784
510001,WEST VIRGINIA UNIVERSITY HOSPITALS,MEDICAL CENTER DRIVE,MORGANTOWN,WV,26506,Monongalia,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"MEDICAL CENTER DRIVE MORGANTOWN, WV 26506",1.039338,1.0533,1.0171,1.0093,1.0385,0.9743,1.0742
260097,WESTERN MISSOURI MEDICAL CENTER,403 BURKARTH ROAD,WARRENSBURG,MO,64093,Johnson,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,"403 BURKARTH ROAD WARRENSBURG, MO 64093 (38.766474, -93.723701)",0.929585,,,0.9676,0.9905,1.024,0.9802
370094,ALLIANCEHEALTH MIDWEST,2825 PARKLAWN DRIVE,MIDWEST CITY,OK,73110,Oklahoma,Acute Care Hospitals,Proprietary,TRUE,TRUE,"2825 PARKLAWN DRIVE MIDWEST CITY, OK 73110 (35.466527, -97.392925)",1.016407,1.1421,,1.0682,0.9563,1.1973,1.079
430005,PRAIRIE LAKES HOSPITAL,401 9TH AVENUE NW  POST OFFICE BOX 1210,WATERTOWN,SD,57201,Codington,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,"401 9TH AVENUE NW POST OFFICE BOX 1210 WATERTOWN, SD 57201 (44.910837, -97.120812)",0.950247,1.0967,,0.9619,0.9651,1.0696,0.961
670059,ST LUKES LAKESIDE HOSPITAL,17400 ST LUKES WAY,THE WOODLANDS,TX,77384,Montgomery,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,"17400 ST LUKES WAY THE WOODLANDS, TX 77384 (30.203132, -95.459482)",1.167387,,,,,0.932,
50526,HUNTINGTON BEACH HOSPITAL,17772 BEACH BLVD,HUNTINGTON BEACH,CA,92647,Orange,Acute Care Hospitals,Proprietary,TRUE,TRUE,"17772 BEACH BLVD HUNTINGTON BEACH, CA 92647 (33.703889, -117.989065)",1.145299,1.0465,,1.0646,1,,1.0387
260219,PROGRESS WEST HOSPITAL,2 PROGRESS POINT PKWY,O FALLON,MO,63368,St. Charles,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"2 PROGRESS POINT PKWY O FALLON, MO 63368 (38.715097, -90.696597)",0.95546,1.0027,,0.972,1.0166,1.1074,0.9666
390028,UPMC MERCY,1400 LOCUST STREET,PITTSBURGH,PA,15219,Allegheny,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"1400 LOCUST STREET PITTSBURGH, PA 15219 (40.436831, -79.985623)",1.100294,0.9942,,0.982,1.0887,1.0411,1.0356
50069,ST JOSEPH HOSPITAL,1100 WEST STEWART DR,ORANGE,CA,92868,Orange,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,"1100 WEST STEWART DR ORANGE, CA 92868 (33.782399, -117.866093)",0.990928,1.0012,1.0088,0.9284,1.0045,0.903,1.0131
60008,SAN LUIS VALLEY HEALTH,106 BLANCA AVENUE,ALAMOSA,CO,81101,Alamosa,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"106 BLANCA AVENUE ALAMOSA, CO 81101 (37.47236, -105.883712)",0.956455,,,1.0771,0.9605,1.0146,0.9211
410006,NEWPORT HOSPITAL,FRIENDSHIP STREET,NEWPORT,RI,2840,Newport,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"FRIENDSHIP STREET NEWPORT, RI 02840",0.972342,0.979,,1.0232,0.9316,1.0427,0.9312
70008,JOHNSON MEMORIAL HOSPITAL,201 CHESTNUT HILL ROAD,STAFFORD SPRINGS,CT,6076,Tolland,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"201 CHESTNUT HILL ROAD STAFFORD SPRINGS, CT 06076",1.009732,,,0.9664,1.1051,0.9895,1.0991
190183,LEONARD J CHABERT MEDICAL CENTER,1978 INDUSTRIAL BLVD,HOUMA,LA,70363,Terrebonne,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,"1978 INDUSTRIAL BLVD HOUMA, LA 70363 (29.571318, -90.687625)",0.885306,,,1.0346,1.038,0.9822,0.9905
490045,NOVANT HEALTH UVA  PRINCE WILLIAM MEDICAL CENTER,8700 SUDLEY RD,MANASSAS,VA,20110,Manassas City,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"8700 SUDLEY RD MANASSAS, VA 20110 (38.767458, -77.484936)",0.99953,1.0058,,0.953,1.0276,1.1435,0.9325
440091,"MEMORIAL HEALTHCARE SYSTEM, INC",2525 DESALES AVE,CHATTANOOGA,TN,37404,Hamilton,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,,"2525 DESALES AVE CHATTANOOGA, TN 37404 (35.040037, -85.261129)",0.966452,0.9792,0.8224,0.952,0.8691,0.935,0.8356
240106,REGIONS HOSPITAL,640 JACKSON STREET,SAINT PAUL,MN,55101,Ramsey,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"640 JACKSON STREET SAINT PAUL, MN 55101 (44.955338, -93.096277)",0.964213,0.9064,0.882,0.9758,0.8945,0.9443,0.9974
390231,ABINGTON MEMORIAL HOSPITAL,1200 OLD YORK ROAD,ABINGTON,PA,19001,Montgomery,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"1200 OLD YORK ROAD ABINGTON, PA 19001 (40.118945, -75.119382)",0.964413,0.9638,1.0882,1.0089,0.9601,0.9968,0.9452
310048,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL SOMERSET,110 REHILL AVE,SOMERVILLE,NJ,8876,Somerset,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"110 REHILL AVE SOMERVILLE, NJ 08876 (40.568854, -74.595695)",1.065087,1.1282,,0.9227,1.0211,1.053,1.0303
220135,FALMOUTH HOSPITAL,67 & 100 TER HEUN DRIVE,FALMOUTH,MA,2540,Barnstable,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"67 & 100 TER HEUN DRIVE FALMOUTH, MA 02540 (41.564962, -70.621126)",0.97884,0.9773,,1.1394,1.031,1.1952,0.9739
390270,GEISINGER WYOMING VALLEY MEDICAL CENTER,1000 EAST MOUNTAIN BOULEVARD,WILKES BARRE,PA,18711,Luzerne,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"1000 EAST MOUNTAIN BOULEVARD WILKES BARRE, PA 18711 (41.256997, -75.811717)",1.075461,0.9849,0.9312,0.9295,0.9847,1.1566,0.9388
250027,WINSTON MEDICAL CENTER & SWINGBED,17550 EAST MAIN STREET,LOUISVILLE,MS,39339,Winston,Acute Care Hospitals,Proprietary,TRUE,,"17550 EAST MAIN STREET LOUISVILLE, MS 39339 (33.124291, -89.036671)",1.018837,,,,,,1.0552
300001,CONCORD HOSPITAL,250 PLEASANT ST,CONCORD,NH,3301,Merrimack,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"250 PLEASANT ST CONCORD, NH 03301 (43.196329, -71.562366)",0.987238,0.9926,1.072,0.9995,0.9742,0.9382,0.9816
420070,PALMETTO HEALTH TUOMEY HOSPITAL,129 N WASHINGTON ST,SUMTER,SC,29150,Sumter,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"129 N WASHINGTON ST SUMTER, SC 29150 (33.923496, -80.344356)",0.954735,1.0524,,1.0044,1.0529,0.903,1.1477
170142,"ASCENSION VIA CHRISTI HOSPITAL MANHATTAN, INC",1823 COLLEGE AVE,MANHATTAN,KS,66502,Riley,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,"1823 COLLEGE AVE MANHATTAN, KS 66502 (39.203114, -96.598186)",0.94867,1.0326,,1.0168,1.0043,0.8022,0.9108
450079,BAYLOR MEDICAL CENTER AT IRVING,1901 N MACARTHUR BLVD,IRVING,TX,75061,Dallas,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"1901 N MACARTHUR BLVD IRVING, TX 75061 (32.835496, -96.959226)",1.021276,0.9538,,1.0601,0.9775,0.9274,0.9546
140286,KISHWAUKEE COMMUNITY HOSPITAL,1 KISH HOSPITAL DRIVE,DEKALB,IL,60115,De Kalb,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"1 KISH HOSPITAL DRIVE DEKALB, IL 60115 (41.96188, -88.72226)",0.988513,1.0262,,1.0141,1.0168,1.1533,0.9936
150064,FAYETTE REGIONAL HEALTH SYSTEM,1941 VIRGINIA AVE,CONNERSVILLE,IN,47331,Fayette,Acute Care Hospitals,Proprietary,TRUE,TRUE,"1941 VIRGINIA AVE CONNERSVILLE, IN 47331 (39.65592, -85.131984)",1.078628,,,0.9479,1.0544,,0.929
520078,ASCENSION ST FRANCIS HOSPITAL,3237 S 16TH ST,MILWAUKEE,WI,53215,Milwaukee,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"3237 S 16TH ST MILWAUKEE, WI 53215 (42.98536, -87.933837)",1.023097,1.019,,0.9245,0.9344,1.1355,0.9743
110036,MEMORIAL HEALTH UNIVERSITY MEDICAL CENTER,4700 WATERS AVENUE,SAVANNAH,GA,31404,Chatham,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,"4700 WATERS AVENUE SAVANNAH, GA 31404 (32.031785, -81.091827)",1.002759,0.9505,0.9684,0.9752,1.0273,1.0899,1.0019
380040,ST CHARLES REDMOND,1253 NW CANAL BLVD,REDMOND,OR,97756,Deschutes,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"1253 NW CANAL BLVD REDMOND, OR 97756 (44.288703, -121.168558)",0.878822,,,0.9611,0.9448,0.9102,0.9605
450641,NOCONA GENERAL HOSPITAL,100 PARK ROAD,NOCONA,TX,76255,Montague,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,,"100 PARK ROAD NOCONA, TX 76255 (33.777559, -97.731564)",1.031684,,,,1.0416,,0.999
230227,MCLAREN MACOMB,1000 HARRINGTON BLVD,MOUNT CLEMENS,MI,48043,Macomb,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"1000 HARRINGTON BLVD MOUNT CLEMENS, MI 48043 (42.586795, -82.896918)",0.965312,1.0468,0.9203,1.0492,0.9892,1.0941,1.0864
390026,CHESTNUT HILL HOSPITAL,8835 GERMANTOWN AVE,PHILADELPHIA,PA,19118,Philadelphia,Acute Care Hospitals,Proprietary,TRUE,TRUE,"8835 GERMANTOWN AVE PHILADELPHIA, PA 19118 (40.078791, -75.212752)",1.024806,0.9961,,1.0395,1.0688,1.0478,1.1053
