FacilityID,Name,Address,City,State,ZIP,County,Type,Ownership,Emergency,EHR,Geo
381303,PROVIDENCE SEASIDE HOSPITAL,725 S WAHANNA ROAD,SEASIDE,OR,97138,CLATSOP,Critical Access Hospitals,Voluntary non-profit - Church,TRUE,TRUE,"725 S WAHANNA ROAD SEASIDE, OR 97138 (45.989367, -123.914805)"
250020,WEBSTER GENERAL HOSPITAL/ SWING BED,70 MEDICAL PLAZA,EUPORA,MS,39744,WEBSTER,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,"70 MEDICAL PLAZA EUPORA, MS 39744 (33.534736, -89.266943)"
451307,IRAAN GENERAL HOSPITAL,600 HIGHWAY 349 NORTH,IRAAN,TX,79744,PECOS,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,,"600 HIGHWAY 349 NORTH IRAAN, TX 79744 (30.914189, -101.906673)"
11302,RED BAY HOSPITAL,211 HOSPITAL ROAD,RED BAY,AL,35582,FRANKLIN,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,,"211 HOSPITAL ROAD RED BAY, AL 35582 (34.457425, -88.146934)"
374021,"PARKSIDE, INC",1619 EAST 13TH STREET,TULSA,OK,74120,TULSA,Psychiatric,Voluntary non-profit - Private,FALSE,,"1619 EAST 13TH STREET TULSA, OK 74120 (36.144241, -95.969188)"
50169,PIH HEALTH HOSPITAL-WHITTIER,12401 WASHINGTON BLVD,WHITTIER,CA,90602,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"12401 WASHINGTON BLVD WHITTIER, CA 90602 (33.967433, -118.048143)"
360189,MADISON HEALTH,210 NORTH MAIN STREET,LONDON,OH,43140,MADISON,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"210 NORTH MAIN STREET LONDON, OH 43140 (39.892001, -83.455175)"
381306,WALLOWA MEMORIAL HOSPITAL,601 MEDICAL PARKWAY,ENTERPRISE,OR,97828,WALLOWA,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,"601 MEDICAL PARKWAY ENTERPRISE, OR 97828 (45.431755, -117.281385)"
220024,HOLYOKE MEDICAL CENTER,575 BEECH STREET,HOLYOKE,MA,1040,HAMPDEN,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"575 BEECH STREET HOLYOKE, MA 01040 (42.199616, -72.627087)"
451380,UT HEALTH EAST TEXAS QUITMAN HOSPITAL,117 WINNSBORO STREET,QUITMAN,TX,75783,WOOD,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"117 WINNSBORO STREET QUITMAN, TX 75783 (32.796155, -95.445296)"
190005,UNIVERSITY MEDICAL CENTER NEW ORLEANS,2000 CANAL STREET,NEW ORLEANS,LA,70112,ORLEANS,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"2000 CANAL STREET NEW ORLEANS, LA 70112 (29.961092, -90.08091)"
161378,MERCYONE DYERSVILLE MEDICAL CENTER,1111 3RD STREET SW,DYERSVILLE,IA,52040,DUBUQUE,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"1111 3RD STREET SW DYERSVILLE, IA 52040 (42.475924, -91.129632)"
150007,COMMUNITY HOWARD REGIONAL HEALTH INC,3500 S LAFOUNTAIN ST,KOKOMO,IN,46902,HOWARD,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"3500 S LAFOUNTAIN ST KOKOMO, IN 46902 (40.446835, -86.127103)"
154009,HAMILTON CENTER INC,620 8TH AVE,TERRE HAUTE,IN,47804,VIGO,Psychiatric,Voluntary non-profit - Private,FALSE,,"620 8TH AVE TERRE HAUTE, IN 47804 (39.484793, -87.409793)"
194105,"APOLLO BEHAVIORAL HEALTH HOSPITAL, L L C",9938 AIRLINE HWY,BATON ROUGE,LA,70809,E. BATON ROUGE,Psychiatric,Proprietary,FALSE,,"9938 AIRLINE HWY BATON ROUGE, LA 70809 (30.427958, -91.078131)"
50737,GARFIELD MEDICAL CENTER,525 N GARFIELD AVE,MONTEREY PARK,CA,91754,LOS ANGELES,Acute Care Hospitals,Proprietary,TRUE,TRUE,"525 N GARFIELD AVE MONTEREY PARK, CA 91754 (34.067864, -118.122906)"
150065,SCHNECK MEDICAL CENTER,411 W TIPTON ST,SEYMOUR,IN,47274,JACKSON,Acute Care Hospitals,Government - Local,TRUE,TRUE,"411 W TIPTON ST SEYMOUR, IN 47274 (38.956734, -85.891356)"
201301,CHARLES A DEAN MEMORIAL HOSPITAL,PO BOX 1129,GREENVILLE,ME,4441,PISCATAQUIS,Critical Access Hospitals,Voluntary non-profit - Private,FALSE,TRUE,"PO BOX 1129 GREENVILLE, ME 04441"
141350,ST FRANCIS HOSPITAL,1215 FRANCISCAN DR,LITCHFIELD,IL,62056,MONTGOMERY,Critical Access Hospitals,Voluntary non-profit - Church,TRUE,TRUE,"1215 FRANCISCAN DR LITCHFIELD, IL 62056 (39.18081, -89.639636)"
280032,MARY LANNING HEALTHCARE,715 N ST JOSEPH AVE,HASTINGS,NE,68901,ADAMS,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,"715 N ST JOSEPH AVE HASTINGS, NE 68901 (40.592416, -98.387474)"
150011,MARION GENERAL HOSPITAL,441 N WABASH AVE,MARION,IN,46952,GRANT,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"441 N WABASH AVE MARION, IN 46952 (40.563853, -85.665139)"
190102,"OUR LADY OF LOURDES REGIONAL MEDICAL CENTER, INC",4801 AMBASSADOR CAFFERY PARKWAY,LAFAYETTE,LA,70508,LAFAYETTE,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"4801 AMBASSADOR CAFFERY PARKWAY LAFAYETTE, LA 70508 (30.150001, -92.040447)"
250151,ALLIANCE HEALTH CENTER,5000 HIGHWAY 39 NORTH,MERIDIAN,MS,39301,LAUDERDALE,Acute Care Hospitals,Proprietary,FALSE,TRUE,"5000 HIGHWAY 39 NORTH MERIDIAN, MS 39301 (32.409988, -88.678811)"
344028,STRATEGIC BEHAVORIAL CENTER-GARNER,3200 WATERFIELD DRIVE,GARNER,NC,27529,WAKE,Psychiatric,Proprietary,FALSE,,"3200 WATERFIELD DRIVE GARNER, NC 27529 (35.680334, -78.560684)"
310019,ST JOSEPH'S UNIVERSITY MEDICAL CENTER,703 MAIN ST,PATERSON,NJ,7503,PASSAIC,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,"703 MAIN ST PATERSON, NJ 07503 (40.902456, -74.166751)"
70031,GRIFFIN HOSPITAL,130 DIVISION ST,DERBY,CT,6418,NEW HAVEN,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,"130 DIVISION ST DERBY, CT 06418 (41.335978, -73.088689)"
360148,POMERENE HOSPITAL,981 WOOSTER ROAD,MILLERSBURG,OH,44654,HOLMES,Acute Care Hospitals,Government - Local,TRUE,,"981 WOOSTER ROAD MILLERSBURG, OH 44654 (40.56432, -81.920492)"
184012,LINCOLN TRAIL BEHAVIORAL HEALTH SYSTEM,3909 S WILSON ROAD,RADCLIFF,KY,40160,HARDIN,Psychiatric,Proprietary,FALSE,,"3909 S WILSON ROAD RADCLIFF, KY 40160 (37.788788, -85.912719)"
370114,"ST JOHN MEDICAL CENTER, INC",1923 SOUTH UTICA AVENUE,TULSA,OK,74104,TULSA,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"1923 SOUTH UTICA AVENUE TULSA, OK 74104 (36.134928, -95.967243)"
180139,KENTUCKY RIVER MEDICAL CENTER,540 JETT DRIVE,JACKSON,KY,41339,BREATHITT,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,"540 JETT DRIVE JACKSON, KY 41339 (37.565434, -83.370111)"
261332,CARROLL COUNTY MEMORIAL HOSPITAL,1502 NORTH JEFFERSON,CARROLLTON,MO,64633,CARROLL,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,,"1502 NORTH JEFFERSON CARROLLTON, MO 64633 (39.376161, -93.494218)"
141310,OSF SAINT PAUL MEDICAL CENTER,1401 E 12TH STREET,MENDOTA,IL,61342,LA SALLE,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"1401 E 12TH STREET MENDOTA, IL 61342 (41.555187, -89.105497)"
450162,GRACE MEDICAL CENTER,2412 50TH ST,LUBBOCK,TX,79412,LUBBOCK,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,"2412 50TH ST LUBBOCK, TX 79412 (33.548786, -101.869098)"
261321,HEDRICK MEDICAL CENTER,2799 NORTH WASHINGTON STREET,CHILLICOTHE,MO,64601,LIVINGSTON,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"2799 NORTH WASHINGTON STREET CHILLICOTHE, MO 64601 (39.816125, -93.552781)"
61302,COLORADO CANYONS HOSPITAL AND MEDICAL CENTER,300 W OTTLEY AVE,FRUITA,CO,81521,MESA,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"300 W OTTLEY AVE FRUITA, CO 81521 (39.164337, -108.735901)"
250042,NORTHWEST MISSISSIPPI MEDICAL CENTER,1970 HOSPITAL DRIVE,CLARKSDALE,MS,38614,COAHOMA,Acute Care Hospitals,Proprietary,TRUE,,"1970 HOSPITAL DRIVE CLARKSDALE, MS 38614 (34.197133, -90.552764)"
241358,CASS LAKE INDIAN HEALTH SERVICES HOSPITAL,425 7TH STREET NW,CASS LAKE,MN,56633,CASS,Critical Access Hospitals,Government - Federal,TRUE,,"425 7TH STREET NW CASS LAKE, MN 56633 (47.384094, -94.609515)"
34024,AURORA BEHAVIORAL HEALTH SYSTEM,6015 WEST PEORIA  AVENUE,GLENDALE,AZ,85302,MARICOPA,Psychiatric,Proprietary,FALSE,,"6015 WEST PEORIA AVENUE GLENDALE, AZ 85302 (33.581818, -112.18938)"
100252,RAULERSON HOSPITAL,1796 HWY 441 NORTH,OKEECHOBEE,FL,34972,OKEECHOBEE,Acute Care Hospitals,Proprietary,TRUE,TRUE,"1796 HWY 441 NORTH OKEECHOBEE, FL 34972 (27.260537, -80.829875)"
271344,SIDNEY HEALTH CENTER,216 14TH AVE SW,SIDNEY,MT,59270,RICHLAND,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"216 14TH AVE SW SIDNEY, MT 59270 (47.715839, -104.174171)"
390084,SUNBURY COMMUNITY HOSPITAL,350 NORTH 11TH STREET,SUNBURY,PA,17801,NORTHUMBERLND,Acute Care Hospitals,Proprietary,FALSE,TRUE,"350 NORTH 11TH STREET SUNBURY, PA 17801 (40.862243, -76.778268)"
330163,EASTERN NIAGARA HOSPITAL,521 EAST AVENUE,LOCKPORT,NY,14094,NIAGARA,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"521 EAST AVENUE LOCKPORT, NY 14094 (43.17638, -78.671075)"
10104,GRANDVIEW MEDICAL CENTER,3690 GRANDVIEW PARKWAY,BIRMINGHAM,AL,35243,JEFFERSON,Acute Care Hospitals,Proprietary,TRUE,TRUE,"3690 GRANDVIEW PARKWAY BIRMINGHAM, AL 35243 (33.434363, -86.720483)"
340187,DAVIE MEDICAL CENTER,223 HOSPITAL STREET,MOCKSVILLE,NC,27028,DAVIE,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"223 HOSPITAL STREET MOCKSVILLE, NC 27028 (35.90001, -80.570097)"
100267,ENGLEWOOD COMMUNITY HOSPITAL,700 MEDICAL BLVD,ENGLEWOOD,FL,34223,SARASOTA,Acute Care Hospitals,Proprietary,TRUE,TRUE,"700 MEDICAL BLVD ENGLEWOOD, FL 34223 (26.949009, -82.327951)"
494017,SOUTHERN VIRGINIA MENTAL HEALTH INSTITUTE,382 TAYLOR DRIVE,DANVILLE,VA,24541,DANVILLE CITY,Psychiatric,Government - State,TRUE,,"382 TAYLOR DRIVE DANVILLE, VA 24541 (36.556158, -79.410178)"
61325,PIONEERS MEDICAL CENTER,100 PIONEERS MEDICAL CENTER DR,MEEKER,CO,81641,RIO BLANCO,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,,"100 PIONEERS MEDICAL CENTER DR MEEKER, CO 81641"
390180,CROZER CHESTER MEDICAL CENTER,ONE MEDICAL CENTER BOULEVARD,UPLAND,PA,19013,DELAWARE,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,,"ONE MEDICAL CENTER BOULEVARD UPLAND, PA 19013"
501322,FERRY COUNTY MEMORIAL HOSPITAL,36 KLONDIKE ROAD,REPUBLIC,WA,99166,FERRY,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,,"36 KLONDIKE ROAD REPUBLIC, WA 99166 (48.652745, -118.733177)"
50103,WHITE MEMORIAL MEDICAL CENTER,1720 E CESAR AVENUE,LOS ANGELES,CA,90033,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Church,FALSE,TRUE,"1720 E CESAR AVENUE LOS ANGELES, CA 90033"
113300,CHILDREN'S HEALTHCARE OF ATLANTA AT EGLESTON,"1405 CLIFTON ROAD, NE",ATLANTA,GA,30322,DE KALB,Childrens,Voluntary non-profit - Other,TRUE,,"1405 CLIFTON ROAD, NE ATLANTA, GA 30322 (33.79398, -84.321007)"
420030,COLLETON MEDICAL CENTER,501 ROBERTSON BOULEVARD,WALTERBORO,SC,29488,COLLETON,Acute Care Hospitals,Proprietary,TRUE,TRUE,"501 ROBERTSON BOULEVARD WALTERBORO, SC 29488 (32.921855, -80.67088)"
30130,BANNER IRONWOOD MEDICAL CENTER,37000 NORTH GANTZEL ROAD,QUEEN CREEK,AZ,85140,PINAL,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"37000 NORTH GANTZEL ROAD QUEEN CREEK, AZ 85140 (33.214839, -111.563447)"
240066,LAKEVIEW MEMORIAL HOSPITAL,927 WEST CHURCHILL STREET,STILLWATER,MN,55082,WASHINGTON,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"927 WEST CHURCHILL STREET STILLWATER, MN 55082 (45.048126, -92.818489)"
101313,MARINERS HOSPITAL,91500 OVERSEAS HIGHWAY,TAVERNIER,FL,33070,MONROE,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"91500 OVERSEAS HIGHWAY TAVERNIER, FL 33070 (25.005408, -80.521301)"
190278,SPECIALISTS HOSPITAL SHREVEPORT,1500 LINE AVENUE,SHREVEPORT,LA,71101,CADDO,Acute Care Hospitals,Physician,FALSE,TRUE,"1500 LINE AVENUE SHREVEPORT, LA 71101 (32.496926, -93.746046)"
370139,STILLWATER MEDICAL - PERRY,501 N 14TH ST,PERRY,OK,73077,NOBLE,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,"501 N 14TH ST PERRY, OK 73077 (36.289083, -97.299229)"
180106,THE MEDICAL CENTER AT ALBANY,723 BURKESVILLE ROAD,ALBANY,KY,42602,CLINTON,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"723 BURKESVILLE ROAD ALBANY, KY 42602 (36.698335, -85.146554)"
534001,WYOMING STATE HOSPITAL,831 HWY 150 SOUTH,EVANSTON,WY,82931,UINTA,Psychiatric,Government - State,FALSE,,"831 HWY 150 SOUTH EVANSTON, WY 82931 (41.258885, -110.946273)"
261302,MADISON MEDICAL CENTER,611 W MAIN ST,FREDERICKTOWN,MO,63645,MADISON,Critical Access Hospitals,Voluntary non-profit - Other,TRUE,TRUE,"611 W MAIN ST FREDERICKTOWN, MO 63645 (37.559846, -90.302408)"
330086,MONTEFIORE MOUNT VERNON HOSPITAL,12 NORTH 7TH AVENUE,MOUNT VERNON,NY,10550,WESTCHESTER,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"12 NORTH 7TH AVENUE MOUNT VERNON, NY 10550 (40.912754, -73.840011)"
470012,SOUTHWESTERN VERMONT MEDICAL CENTER,100 HOSPITAL DRIVE,BENNINGTON,VT,5201,BENNINGTON,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"100 HOSPITAL DRIVE BENNINGTON, VT 05201 (42.873911, -73.204343)"
511318,"MONTGOMERY GENERAL HOSPITAL, INC",401 SIXTH AVENUE,MONTGOMERY,WV,25136,FAYETTE,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"401 SIXTH AVENUE MONTGOMERY, WV 25136 (38.182878, -81.324708)"
454000,BIG SPRING STATE HOSPITAL,1901 NORTH HIGHWAY 87,BIG SPRING,TX,79721,HOWARD,Psychiatric,Government - State,FALSE,,"1901 NORTH HIGHWAY 87 BIG SPRING, TX 79721 (32.271558, -101.493504)"
520033,ASPIRUS RIVERVIEW HOSPITAL & CLINICS INC,410 DEWEY ST,WISCONSIN RAPIDS,WI,54495,WOOD,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"410 DEWEY ST WISCONSIN RAPIDS, WI 54495 (44.382199, -89.829544)"
100067,ST ANTHONYS HOSPITAL,1200 SEVENTH AVE N,SAINT PETERSBURG,FL,33705,PINELLAS,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,"1200 SEVENTH AVE N SAINT PETERSBURG, FL 33705 (27.779343, -82.651224)"
170058,MERCY HOSPITAL-FORT SCOTT,401 WOODLAND HILLS BLVD,FORT SCOTT,KS,66701,BOURBON,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,"401 WOODLAND HILLS BLVD FORT SCOTT, KS 66701 (37.805087, -94.705355)"
140080,PRESENCE SAINT FRANCIS HOSPITAL,355 RIDGE AVE,EVANSTON,IL,60202,COOK,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,"355 RIDGE AVE EVANSTON, IL 60202 (42.023951, -87.685159)"
201303,PENOBSCOT VALLEY HOSPITAL,"7 TRANSALPINE ROAD, PO BOX 368",LINCOLN,ME,4457,PENOBSCOT,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"7 TRANSALPINE ROAD, PO BOX 368 LINCOLN, ME 04457 (45.348733, -68.516258)"
450831,SURGERY SPECIALTY HOSPITALS OF AMERICA SE HOUSTON,4301 B VISTA,PASADENA,TX,77504,HARRIS,Acute Care Hospitals,Proprietary,TRUE,,"4301 B VISTA PASADENA, TX 77504 (29.658717, -95.178161)"
330193,FLUSHING HOSPITAL MEDICAL CENTER,45TH AVENUE AND PARSONS BOULEVARD,FLUSHING,NY,11355,QUEENS,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"45TH AVENUE AND PARSONS BOULEVARD FLUSHING, NY 11355 (40.755636, -73.815645)"
10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36301,HOUSTON,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,"1108 ROSS CLARK CIRCLE DOTHAN, AL 36301 (31.214058, -85.361725)"
51304,JOHN C FREMONT HEALTHCARE DISTRICT,5189 HOSPITAL ROAD,MARIPOSA,CA,95338,MARIPOSA,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,"5189 HOSPITAL ROAD MARIPOSA, CA 95338 (37.500531, -119.976948)"
251334,CHOCTAW REGIONAL MEDICAL CENTER,8613 MS HWY 12,ACKERMAN,MS,39735,CHOCTAW,Critical Access Hospitals,Government - Local,TRUE,,"8613 MS HWY 12 ACKERMAN, MS 39735 (33.318465, -89.182304)"
230273,DETROIT RECEIVING HOSPITAL & UNIV HEALTH CENTER,4201 ST ANTOINE ST - 2C,DETROIT,MI,48201,WAYNE,Acute Care Hospitals,Proprietary,TRUE,TRUE,"4201 ST ANTOINE ST - 2C DETROIT, MI 48201"
93300,CHILDREN'S HOSPITAL NMC,"111 MICHIGAN AVE, NW",WASHINGTON,DC,20010,THE DISTRICT,Childrens,Voluntary non-profit - Private,TRUE,,"111 MICHIGAN AVE, NW WASHINGTON, DC 20010 (38.926273, -77.013878)"
220012,CAPE COD HOSPITAL,88 LEWIS BAY ROAD,HYANNIS,MA,2601,BARNSTABLE,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"88 LEWIS BAY ROAD HYANNIS, MA 02601 (41.652823, -70.274847)"
361306,MERCY HEALTH-ALLEN HOSPITAL,200 WEST LORAIN STREET,OBERLIN,OH,44074,LORAIN,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"200 WEST LORAIN STREET OBERLIN, OH 44074 (41.294219, -82.224384)"
320067,GUADALUPE COUNTY HOSPITAL,"117 CAMINO DE VIDA, SUITE 100",SANTA ROSA,NM,88435,GUADALUPE,Acute Care Hospitals,Government - Local,TRUE,TRUE,"117 CAMINO DE VIDA, SUITE 100 SANTA ROSA, NM 88435 (34.929504, -104.694224)"
390184,HIGHLANDS HOSPITAL,401 EAST MURPHY AVENUE,CONNELLSVILLE,PA,15425,FAYETTE,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"401 EAST MURPHY AVENUE CONNELLSVILLE, PA 15425 (40.023373, -79.586216)"
461309,KANE COUNTY HOSPITAL,355 NORTH MAIN STREET,KANAB,UT,84741,KANE,Critical Access Hospitals,Government - Local,TRUE,TRUE,"355 NORTH MAIN STREET KANAB, UT 84741 (37.054324, -112.52859)"
241336,KITTSON MEMORIAL HOSPITAL,1010 SOUTH BIRCH,HALLOCK,MN,56728,KITTSON,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"1010 SOUTH BIRCH HALLOCK, MN 56728 (48.767058, -96.940492)"
171306,WICHITA COUNTY HEALTH CENTER,211 E EARL STREET,LEOTI,KS,67861,WICHITA,Critical Access Hospitals,Government - Local,TRUE,TRUE,"211 E EARL STREET LEOTI, KS 67861 (38.476196, -101.35561)"
100291,STEWARD MELBOURNE HOSPITAL,250 NORTH WICKHAM ROAD,MELBOURNE,FL,32935,BREVARD,Acute Care Hospitals,Proprietary,TRUE,TRUE,"250 NORTH WICKHAM ROAD MELBOURNE, FL 32935 (28.109804, -80.67261)"
10069,MEDICAL CENTER BARBOUR,820 W WASHINGTON ST,EUFAULA,AL,36027,BARBOUR,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,"820 W WASHINGTON ST EUFAULA, AL 36027 (31.88798, -85.156613)"
220171,"LAHEY HOSPITAL & MEDICAL CENTER, BURLINGTON",41 & 45 MALL ROAD,BURLINGTON,MA,1803,MIDDLESEX,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"41 & 45 MALL ROAD BURLINGTON, MA 01803"
450675,MEDICAL CITY ARLINGTON,3301 MATLOCK ROAD,ARLINGTON,TX,76015,TARRANT,Acute Care Hospitals,Proprietary,TRUE,TRUE,"3301 MATLOCK ROAD ARLINGTON, TX 76015 (32.691751, -97.1148)"
394027,FAIRMOUNT BEHAVIORAL HEALTH SYSTEM,561 FAIRTHORNE AVENUE,PHILADELPHIA,PA,19128,PHILADELPHIA,Psychiatric,Proprietary,FALSE,,"561 FAIRTHORNE AVENUE PHILADELPHIA, PA 19128 (40.043063, -75.222714)"
104040,CENTERSTONE OF FLORIDA,2020 26TH AVE E,BRADENTON,FL,34208,MANATEE,Psychiatric,Voluntary non-profit - Private,FALSE,,"2020 26TH AVE E BRADENTON, FL 34208 (27.476905, -82.539636)"
331307,CLIFTON FINE HOSPITAL,1014 OSWEGATCHIE TRAIL,STAR LAKE,NY,13690,ST. LAWRENCE,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"1014 OSWEGATCHIE TRAIL STAR LAKE, NY 13690 (44.162953, -75.055964)"
261310,SCOTLAND COUNTY  HOSPITAL,450 E SIGLER AVENUE,MEMPHIS,MO,63555,SCOTLAND,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,"450 E SIGLER AVENUE MEMPHIS, MO 63555 (40.466023, -92.168171)"
50036,BAKERSFIELD MEMORIAL HOSPITAL,420 34TH ST,BAKERSFIELD,CA,93301,KERN,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"420 34TH ST BAKERSFIELD, CA 93301 (35.390474, -119.006836)"
230167,MCLAREN GREATER LANSING,401 W GREENLAWN AVE,LANSING,MI,48910,INGHAM,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"401 W GREENLAWN AVE LANSING, MI 48910 (42.704799, -84.555111)"
340030,DUKE UNIVERSITY HOSPITAL,PO BOX 3814 DUMC  ERWIN RD,DURHAM,NC,27710,DURHAM,Acute Care Hospitals,Proprietary,TRUE,TRUE,"PO BOX 3814 DUMC ERWIN RD DURHAM, NC 27710"
171310,CHEYENNE COUNTY HOSPITAL,210 WEST 1ST STREET,ST FRANCIS,KS,67756,CHEYENNE,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"210 WEST 1ST STREET ST FRANCIS, KS 67756 (39.771069, -101.803259)"
341325,ASHE MEMORIAL HOSPITAL,200 HOSPITAL AVE,JEFFERSON,NC,28640,ASHE,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"200 HOSPITAL AVE JEFFERSON, NC 28640 (36.423027, -81.459727)"
351314,JACOBSON MEMORIAL HOSPITAL CARE CENTER,601 EAST ST N,ELGIN,ND,58533,GRANT,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,,"601 EAST ST N ELGIN, ND 58533 (46.407017, -101.842151)"
520207,AURORA MEDICAL CENTER,975 PORT WASHINGTON ROAD,GRAFTON,WI,53024,OZAUKEE,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"975 PORT WASHINGTON ROAD GRAFTON, WI 53024"
31302,"NORTHERN COCHISE COMMUNITY HOSPITAL, INC.",901 WEST REX ALLEN DRIVE,WILLCOX,AZ,85643,COCHISE,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,,"901 WEST REX ALLEN DRIVE WILLCOX, AZ 85643 (32.264268, -109.837613)"
510007,ST MARY'S MEDICAL CENTER,2900 1ST AVENUE,HUNTINGTON,WV,25702,CABELL,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,"2900 1ST AVENUE HUNTINGTON, WV 25702 (38.431833, -82.401335)"
520202,ASCENSION ST CLARES HOSPITAL,3400 MINISTRY PARKWAY,WESTON,WI,54476,MARATHON,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"3400 MINISTRY PARKWAY WESTON, WI 54476 (44.889675, -89.582214)"
171367,GOVE COUNTY MEDICAL CENTER,520 WEST 5TH STREET,QUINTER,KS,67752,GOVE,Critical Access Hospitals,Voluntary non-profit - Other,TRUE,TRUE,"520 WEST 5TH STREET QUINTER, KS 67752 (39.067161, -100.241311)"
110075,EAST GEORGIA REGIONAL MEDICAL CENTER,1499 FAIR ROAD,STATESBORO,GA,30458,BULLOCH,Acute Care Hospitals,Proprietary,TRUE,TRUE,"1499 FAIR ROAD STATESBORO, GA 30458 (32.415171, -81.76865)"
30038,SCOTTSDALE OSBORN MEDICAL CENTER,7400 EAST OSBORN ROAD,SCOTTSDALE,AZ,85251,MARICOPA,Acute Care Hospitals,Proprietary,TRUE,TRUE,"7400 EAST OSBORN ROAD SCOTTSDALE, AZ 85251 (33.487639, -111.922725)"
371326,ALLIANCEHEALTH MADILL,901 S 5TH AVE,MADILL,OK,73446,MARSHALL,Critical Access Hospitals,Proprietary,TRUE,TRUE,"901 S 5TH AVE MADILL, OK 73446 (34.081738, -96.77845)"
180132,LAKE CUMBERLAND REGIONAL HOSPITAL,305 LANGDON STREET,SOMERSET,KY,42503,PULASKI,Acute Care Hospitals,Proprietary,TRUE,TRUE,"305 LANGDON STREET SOMERSET, KY 42503 (37.086576, -84.617956)"
