TABLE 16A.—UPDATED PROXY HOSPITAL VALUE-BASED PURCHASING (VBP) PROGRAM ADJUSTMENT FACTORS FOR FY 2020*					
CMS Certification Number (CCN)	Proxy FY 2020 Hospital VBP Adjustment Factor				
230031	1.0153486655				
230035	1.0177620282				
230036	0.9955448951				
230037	1.0140710029				
230038	0.9975087098				
230040	1.0096701650				
230041	0.9985734286				
230046	1.0013416976				
230047	0.9977926348				
230053	1.0006082246				
230054	0.9977926348				
230055	1.0050090625				
230058	1.0078956336				
230059	1.0032345311				
230066	1.0011050934				
230069	1.0069413300				
230070	0.9985497682				
230072	1.0154906280				
230075	0.9996854683				
230077	1.0004426017				
230080	1.0024300769				
230081	1.0206959201				
230085	1.0150805140				
230089	1.0105692609				
230092	1.0020278498				
230093	1.0170522156				
230095	1.0018622268				
230096	0.9957736124				
230097	1.0105929213				
230099	0.9992595808				
230100	1.0017675852				
230104	0.9973194264				
230105	1.0093625795				
230108	1.0132192278				
230110	1.0048434396				
230117	1.0003952809				
230118	1.0096701650				
230121	1.0095991837				
230130	1.0010577726				
230132	0.9968935389				
230133	1.0139763612				
230141	0.9971064827				
230142	0.9982895036				
230146	0.9945984783				
230151	1.0018385664				
230156	1.0021934727				
230165	0.9930605511				
230167	1.0000640350				
230174	1.0128406611				
230176	1.0043702312				
230180	1.0173519142				
230193	0.9981712015				
230195	0.9989519953				
230197	0.9980528994				
230207	1.0056952146				
230208	1.0067520467				
230216	1.0016729435				
230217	1.0086764274				
230222	1.0086054461				
230227	1.0017439247				
230230	0.9974377285				
230236	1.0032818519				
230239	1.0149937592				
230241	0.9937703637				
230244	1.0010814330				
230254	0.9962783680				
230259	1.0134558320				
230269	1.0029032852				
230270	0.9982421828				
230273	0.9937703637				
230277	1.0009394705				
230297	0.9894641675				
230302	1.0069728773				
230303	1.0112317526				
240001	1.0030215873				
240002	1.0003716205				
240004	0.9998747517				
240006	1.0235824911				
240010	1.0107112234				
240014	1.0083925024				
240018	1.0202700325				
240019	1.0039127964				
240020	1.0126513777				
240022	1.0130772653				
240030	1.0086764274				
240036	1.0080612565				
240038	1.0047724583				
240040	1.0068309147				
240043	1.0099067692				
240044	1.0105692609				
240047	1.0000876954				
240050	1.0138817195				
240052	1.0101906942				
240053	1.0065706501				
240056	1.0096701650				
240057	1.0039916645				
240059	1.0208852034				
240063	1.0034947957				
240064	1.0079666148				
240066	1.0206485992				
240069	1.0167209697				
240071	1.0148281362				
240075	1.0195365596				
240076	1.0195602200				
240078	0.9998747517				
240080	0.9968462181				
240084	1.0037077395				
240088	1.0033291728				
240093	1.0008921497				
240100	1.0085344649				
240101	1.0129353028				
240104	1.0122018298				
240106	0.9992595808				
240115	1.0081085774				
240141	1.0086291066				
240166	1.0109005068				
240187	1.0047014771				
240207	1.0053403084				
240210	1.0060264605				
240213	1.0170995364				
240214	1.0200334283				
250001	0.9915462843				
250002	1.0100960525				
250004	0.9978636161				
250006	1.0075407273				
250007	0.9981712015				
250009	1.0028796248				
250019	1.0002296579				
250020	0.9974140681				
250025	0.9972484452				
250031	0.9930842115				
250034	0.9886123924				
250036	1.0116576401				
250038	0.9939123262				
250040	0.9996854683				
250042	1.0015783018				
250043	1.0097174858				
250048	1.0006555455				
250049	1.0064996689				
250050	0.9943855345				
250057	1.0060501209				
250058	1.0102380150				
250069	0.9919958323				
250072	0.9916645864				
250077	0.9983131640				
250078	0.9929895698				
250082	1.0005609038				
250084	1.0030452478				
250085	1.0030925686				
250093	1.0098121275				
250094	1.0030452478				
250095	0.9979819182				
250096	0.9902213009				
250097	1.0033528332				
250099	0.9928476073				
250100	0.9970355014				
250102	1.0022407935				
250104	0.9987153911				
250117	0.9958998013				
250123	1.0049144208				
250124	1.0013890185				
250126	1.0044175520				
250128	1.0099540900				
250138	0.9970591618				
250141	0.9939596470				
250162	1.0052693271				
250167	1.0012470559				
250168	0.9952373096				
260001	0.9918302093				
260005	0.9916882468				
260006	1.0044648729				
260009	1.0078246523				
260011	1.0039916645				
260017	0.9926819844				
260020	1.0064760085				
260022	1.0037787207				
260023	0.9930132303				
260024	1.0130772653				
260025	0.9970591618				
260027	0.9959234617				
260032	1.0025720394				
260034	1.0094020136				
260040	0.9953319513				
260047	1.0095755233				
260048	0.9953792721				
260050	1.0157272322				
260052	1.0038497020				
260057	1.0042046083				
260059	1.0078246523				
260061	1.0110424693				
260062	1.0055532521				
260064	1.0130772653				
260065	0.9952846304				
260068	1.0008211684				
260074	1.0160584780				
260077	1.0007975080				
260078	1.0069728773				
260081	1.0137160966				
260085	1.0025010581				
260091	0.9979819182				
260094	0.9994961850				
260095	0.9933208157				
260096	0.9991649391				
260097	0.9999220725				
260102	1.0186138032				
260105	0.9914043218				
260108	1.0001113558				
260110	0.9989993162				
260113	1.0143785883				
260119	0.9971064827				
260137	0.9963730097				
260138	1.0054349500				
260141	0.9974850494				
260142	1.0158691947				
260160	0.9904105842				
260162	1.0167682906				
260163	1.0015309810				
260176	1.0013653580				
260177	0.9962783680				
260179	1.0098121275				
260180	0.9973194264				
260183	1.0021698123				
260186	1.0021461519				
260190	1.0059791397				
260191	0.9983131640				
260193	1.0093152587				
260195	1.0017202643				
260200	1.0027613227				
260210	1.0043702312				
260214	0.9989283349				
260216	1.0041336270				
260219	0.9993778829				
270003	1.0204593159				
270004	1.0002533184				
270012	0.9985970891				
270014	1.0162950822				
270017	1.0041336270				
270023	1.0029979269				
270032	1.0127933402				
270049	1.0023117748				
270051	0.9998037704				
270057	1.0050563833				
270086	1.0140710029				
280003	0.9939123262				
280009	0.9985497682				
280013	1.0008921497				
280020	0.9947167804				
280023	1.0000403746				
280032	0.9969171993				
280040	1.0034001540				
280060	0.9985261078				
280061	0.9935574199				
280065	0.9976743327				
280077	1.0095518629				
280081	1.0020278498				
280105	1.0097174858				
280111	1.0064050272				
280125	0.9952609700				
280128	1.0008211684				
280130	1.0039916645				
280132	1.0072568023				
280134	1.0010104518				
290001	0.9941252699				
290003	0.9901266592				
290005	1.0027613227				
290007	0.9928002865				
290008	0.9991649391				
290009	1.0119888860				
290012	1.0032345311				
290019	1.0050563833				
290021	0.9931315323				
290022	0.9900793383				
290032	1.0015783018				
290039	1.0023590956				
290041	0.9964676514				
290045	0.9941489304				
290046	0.9932025136				
290047	0.9960417638				
290049	1.0099067692				
290053	1.0034238145				
290054	0.9963020284				
290057	0.9974771626				
300001	1.0004426017				
300003	0.9966569347				
300005	1.0024300769				
300011	1.0017912456				
300012	0.9967752368				
300014	1.0031398894				
300017	0.9959471222				
300018	1.0078246523				
300019	0.9992359204				
300020	0.9954029325				
300023	1.0008684892				
300029	0.9972247848				
300034	0.9992359204				
310001	1.0016019622				
310002	0.9971301431				
310003	0.9952846304				
310005	1.0019095477				
310006	1.0012707164				
310008	0.9967515764				
310009	1.0022407935				
310010	1.0104036380				
310011	0.9966096139				
310012	0.9994252037				
310014	0.9890856008				
310015	1.0015309810				
310016	0.9930132303				
310017	1.0018622268				
310019	1.0025483790				
310021	0.9973667473				
310022	0.9969645202				
310024	0.9932734949				
310025	1.0015783018				
310027	0.9961364055				
310028	0.9946457991				
310029	0.9942908929				
310031	1.0069255564				
310032	0.9920904739				
310034	0.9956868576				
310038	0.9957341784				
310039	1.0000640350				
310040	0.9955448951				
310041	0.9958288201				
310044	1.0021224914				
310045	0.9942199116				
310047	1.0026666811				
310048	0.9948114221				
310050	1.0031162290				
310051	0.9946694596				
310052	0.9966096139				
310054	0.9962547076				
310057	0.9926346636				
310058	1.0064996689				
310060	1.0093862400				
310061	0.9977453140				
310064	1.0032818519				
310069	1.0076826898				
310070	1.0062867251				
310073	0.9993069016				
310074	0.9945274970				
310075	1.0082032190				
310076	1.0013180372				
310081	0.9955922159				
310083	0.9963256889				
310084	0.9941331567				
310086	0.9991412787				
310091	0.9982185224				
310092	0.9977926348				
310096	1.0076826898				
310108	0.9977926348				
310110	1.0047014771				
310111	0.9962783680				
310112	1.0048434396				
310113	0.9989283349				
310115	0.9905052259				
310118	1.0056005730				
310119	0.9943855345				
310130	0.9964676514				
320001	0.9952373096				
320002	1.0001823371				
320003	1.0087710691				
320004	0.9956868576				
320005	1.0061920834				
320006	1.0095045421				
320009	1.0054112896				
320011	1.0091969566				
320016	1.0071148398				
320017	0.9995435058				
320018	0.9995435058				
320021	0.9962547076				
320022	1.0047961187				
320033	0.9987390516				
320038	0.9954739138				
320059	1.0054112896				
320063	1.0148754571				
320065	1.0097174858				
320074	1.0082032190				
320085	0.9998274308				
320086	0.9998037704				
320089	1.0078956336				
330003	1.0067835939				
330004	0.9977926348				
330005	0.9991412787				
330006	0.9998274308				
330008	1.0123674527				
330009	1.0043229104				
330011	1.0076117086				
330013	0.9972484452				
330014	0.9888489966				
330019	0.9976033515				
330023	1.0004189413				
330024	0.9970355014				
330027	0.9923507385				
330028	0.9915936051				
330030	1.0089603524				
330033	1.0005845642				
330043	0.9955685555				
330044	0.9912623593				
330045	1.0078246523				
330046	0.9999457329				
330047	1.0006555455				
330049	1.0055295917				
330055	1.0021461519				
330056	1.0033291728				
330057	1.0082032190				
330058	1.0118705839				
330059	0.9988573537				
330061	0.9950480263				
330065	1.0004899225				
330073	1.0081558982				
330074	1.0029269457				
330078	0.9994015433				
330079	1.0112790735				
330080	1.0017202643				
330084	1.0166263281				
330085	1.0061211022				
330086	0.9950164790				
330088	0.9993069016				
330090	1.0037787207				
330094	0.9929185886				
330096	1.0072568023				
330101	0.9966332743				
330102	0.9934154574				
330103	0.9977689744				
330104	1.0011287539				
330106	1.0005845642				
330107	1.0020515102				
330111	0.9885177507				
330115	1.0136214549				
330119	1.0033055124				
330125	1.0072568023				
330126	0.9994252037				
330127	0.9972247848				
330128	0.9940069678				
330135	1.0063340460				
330136	0.9985261078				
330140	1.0082032190				
330141	0.9942672324				
330151	0.9976033515				
330153	1.0037313999				
330157	1.0001586767				
330158	0.9982895036				
330160	0.9917119072				
330162	1.0038497020				
330163	0.9911677176				
330164	1.0064523480				
330167	1.0003952809				
330169	1.0017675852				
330175	1.0123674527				
330180	0.9966096139				
330181	0.9924453802				
330182	1.0013653580				
330184	0.9930605511				
330185	1.0054112896				
330188	1.0040626458				
330191	0.9973667473				
330193	0.9962783680				
330194	1.0002533184				
330195	0.9964439910				
330196	1.0013416976				
330197	1.0172651594				
330198	0.9986917307				
330199	1.0090076733				
330201	0.9984551265				
330202	1.0003952809				
330203	0.9923270781				
330204	0.9997327892				
330205	1.0105219401				
330208	0.9976743327				
330211	1.0044885333				
330214	1.0018622268				
330215	1.0026666811				
330218	1.0049380813				
330219	0.9978399557				
330221	1.0005372434				
330222	1.0103799775				
330223	1.0149227779				
330226	1.0043465708				
330229	1.0049380813				
330231	1.0043229104				
330233	0.9962310472				
330234	0.9927056448				
330235	1.0037787207				
330236	0.9997091287				
330239	0.9952373096				
330240	0.9842588754				
330241	0.9947641012				
330245	0.9956158763				
330246	0.9984078057				
330250	0.9999457329				
330259	0.9977926348				
330261	1.0044175520				
330264	0.9971774639				
330265	1.0063103855				
330267	0.9982421828				
330270	1.0036604186				
330273	1.0023117748				
330276	1.0072568023				
330277	1.0015309810				
330279	0.9968935389				
330285	0.9986917307				
330286	0.9946931200				
330304	0.9997327892				
330307	1.0014363393				
330331	1.0006555455				
330332	0.9972484452				
330350	0.9930605511				
330385	1.0071621606				
330386	0.9998274308				
330393	0.9985497682				
330394	0.9975087098				
330396	0.9957578388				
330397	1.0001586767				
330399	0.9941489304				
330401	0.9984787870				
340001	0.9981002203				
340002	1.0018149060				
340003	1.0096701650				
340004	0.9996381475				
340008	1.0032818519				
340010	0.9998984121				
340013	0.9990229766				
340014	0.9946221387				
340015	0.9948350825				
340016	1.0042755895				
340017	1.0066889522				
340020	1.0071858210				
340021	1.0002059975				
340023	1.0105929213				
340024	1.0003952809				
340027	0.9979109369				
340028	1.0011760747				
340030	0.9986444099				
340032	0.9966096139				
340037	1.0068782356				
340039	0.9972957660				
340041	1.0005845642				
340042	1.0064760085				
340047	1.0005845642				
340050	1.0004426017				
340051	1.0019805289				
340053	0.9930842115				
340060	0.9914516426				
340061	1.0017912456				
340064	0.9992832412				
340068	1.0038497020				
340069	0.9923034177				
340070	0.9968462181				
340071	1.0067599335				
340073	0.9946221387				
340075	1.0029032852				
340085	0.9981002203				
340087	1.0095282025				
340090	1.0072331419				
340091	1.0044885333				
340096	1.0099540900				
340097	1.0076590294				
340098	0.9980292390				
340099	1.0076353690				
340107	1.0121545089				
340109	1.0076826898				
340113	0.9934391178				
340114	1.0080849169				
340115	1.0104746192				
340116	0.9949060637				
340119	1.0017202643				
340120	1.0195602200				
340123	1.0058371772				
340126	1.0037313999				
340127	1.0049854021				
340129	1.0056242334				
340130	0.9954265930				
340131	1.0087000878				
340132	0.9984551265				
340133	1.0049854021				
340141	1.0033291728				
340142	1.0051983459				
340143	1.0013890185				
340144	1.0081795586				
340145	0.9974613890				
340147	0.9923034177				
340148	1.0104115248				
340151	1.0006555455				
340155	1.0034947957				
340158	1.0113973755				
340159	0.9936914956				
340166	1.0064760085				
340171	1.0050327229				
340173	0.9964439910				
340183	0.9999930538				
340184	1.0122254902				
340186	1.0187557657				
340188	1.0144495695				
350002	1.0064523480				
350006	0.9987390516				
350011	0.9918538697				
350015	0.9979109369				
350019	0.9959471222				
350070	0.9996144871				
360001	0.9992359204				
360002	1.0107348838				
360003	0.9934391178				
360006	0.9977926348				
360008	0.9965386326				
360009	0.9999930538				
360010	0.9975087098				
360011	1.0016019622				
360012	1.0027849832				
360013	1.0035657770				
360014	1.0132192278				
360016	1.0059081584				
360017	0.9937467032				
360020	0.9961600659				
360025	1.0020751706				
360026	1.0013890185				
360027	0.9997091287				
360029	1.0026666811				
360032	1.0045595146				
360035	0.9962310472				
360036	1.0099777504				
360037	0.9974377285				
360039	0.9991412787				
360040	0.9985970891				
360041	1.0082032190				
360044	1.0051983459				
360046	1.0025720394				
360048	0.9907181696				
360051	1.0014126789				
360052	0.9990229766				
360054	0.9901976404				
360055	0.9982185224				
360056	1.0066652918				
360058	1.0058371772				
360059	0.9939596470				
360064	0.9940542887				
360065	1.0051746854				
360066	1.0053639688				
360068	1.0003716205				
360070	0.9976033515				
360071	0.9983131640				
360072	1.0028086436				
360074	1.0001350163				
360075	0.9998747517				
360076	1.0012943768				
360077	1.0010577726				
360078	0.9980292390				
360079	0.9965622931				
360080	1.0025720394				
360081	1.0006555455				
360082	1.0051510250				
360084	0.9938650053				
360085	0.9958761409				
360086	0.9986444099				
360087	1.0082978607				
360089	1.0107585442				
360090	0.9984551265				
360091	0.9952609700				
360092	1.0062630647				
360095	1.0039680041				
360096	1.0151120613				
360098	1.0010104518				
360107	1.0101906942				
360109	1.0083925024				
360112	0.9971538035				
360118	0.9970355014				
360121	1.0059791397				
360123	1.0028323040				
360125	1.0052693271				
360131	0.9946379123				
360132	1.0003006392				
360133	1.0034474749				
360134	1.0017202643				
360137	1.0020988310				
360141	1.0017202643				
360143	0.9986680703				
360144	1.0018622268				
360145	1.0039680041				
360147	0.9937230428				
360148	1.0144968904				
360150	1.0039443437				
360152	0.9999220725				
360155	1.0071385002				
360156	1.0107112234				
360159	1.0031872103				
360161	0.9975560306				
360163	1.0040863062				
360170	1.0059791397				
360172	1.0048907604				
360174	0.9982421828				
360175	0.9910257551				
360179	0.9987627120				
360180	1.0053403084				
360185	0.9957578388				
360189	1.0089603524				
360192	1.0031635499				
360197	1.0078719732				
360203	1.0060501209				
360210	1.0012943768				
360211	1.0074697460				
360218	1.0046304958				
360230	1.0005372434				
360234	1.0044885333				
360236	1.0042046083				
360239	1.0034238145				
360259	0.9992595808				
360262	1.0065469897				
360270	1.0051746854				
360276	1.0020041893				
360348	1.0073514440				
360354	0.9989519953				
360359	0.9996618079				
360360	0.9989046745				
360364	1.0047487979				
370001	1.0024300769				
370002	0.9993069016				
370004	1.0120598673				
370006	1.0058844980				
370008	0.9933208157				
370013	0.9926346636				
370014	1.0026430206				
370015	1.0014521129				
370016	1.0052693271				
370018	0.9995908266				
370019	1.0158691947				
370020	0.9964203305				
370022	1.0086054461				
370023	1.0027140019				
370025	0.9915226239				
370026	1.0103089963				
370028	0.9944801762				
370029	1.0097174858				
370032	0.9993778829				
370034	0.9989519953				
370037	0.9942908929				
370039	1.0067362731				
370041	1.0102853359				
370047	1.0024300769				
370049	1.0093862400				
370054	1.0030925686				
370056	0.9960654243				
370078	0.9925873427				
370089	1.0007975080				
370091	0.9961127451				
370093	0.9946457991				
370094	0.9974140681				
370097	1.0054586105				
370099	0.9966096139				
370100	0.9902213009				
370106	0.9897954133				
370114	0.9926346636				
370149	1.0107348838				
370158	1.0002533184				
370166	1.0042282687				
370171	1.0091023149				
370173	1.0040389853				
370178	1.0234405286				
370180	1.0265637039				
370190	1.0019568685				
370202	1.0034238145				
370210	1.0119888860				
370211	1.0033291728				
370215	1.0091023149				
370218	1.0112790735				
370227	1.0196233144				
370228	1.0137870778				
370229	1.0110424693				
370234	1.0168156114				
370235	1.0170995364				
370236	0.9995435058				
380001	1.0113027339				
380002	1.0134321715				
380004	1.0009158101				
380005	1.0111844318				
380007	0.9994961850				
380009	1.0001586767				
380014	1.0064050272				
380017	1.0108058651				
380018	1.0060264605				
380020	1.0104982796				
380021	1.0027140019				
380022	1.0052693271				
380025	1.0035421166				
380027	1.0069492168				
380029	1.0158691947				
380033	1.0047961187				
380037	1.0163424030				
380038	1.0147334946				
380040	1.0114683568				
380047	1.0027376623				
380050	1.0107112234				
380051	0.9995198454				
380052	1.0113737151				
380056	1.0152067029				
380060	1.0178093490				
380061	1.0032108707				
380071	1.0115866589				
380075	1.0083688420				
380082	1.0130772653				
380089	1.0022881144				
380090	1.0088893712				
380091	1.0152697974				
380102	1.0086054461				
380103	1.0201280700				
390001	0.9974613890				
390002	1.0013180372				
390003	1.0136924362				
390004	0.9957814992				
390006	0.9946457991				
390008	0.9945748179				
390009	0.9928002865				
390012	1.0091732962				
390013	1.0090313337				
390016	0.9927766261				
390026	1.0016492831				
390027	0.9988336932				
390028	0.9926819844				
390030	1.0140710029				
390031	0.9922087760				
390032	0.9961600659				
390035	1.0020830574				
390036	0.9926346636				
390037	1.0031398894				
390039	1.0085344649				
390041	0.9943855345				
390042	1.0020515102				
390044	0.9975323702				
390045	0.9941962512				
390046	0.9941489304				
390048	1.0060028001				
390049	1.0034947957				
390050	0.9924927010				
390052	0.9995908266				
390056	0.9984551265				
390057	1.0076353690				
390058	0.9963966701				
390061	0.9976270119				
390062	1.0001113558				
390063	0.9914516426				
390065	0.9985261078				
390066	0.9923034177				
390067	0.9976979931				
390068	0.9912150384				
390071	1.0075091801				
390072	0.9999457329				
390073	0.9935810803				
390076	1.0033528332				
390079	0.9963493493				
390080	1.0088893712				
390081	0.9919248510				
390084	0.9955212346				
390086	1.0040153249				
390090	1.0025247186				
390091	1.0066652918				
390093	0.9968935389				
390096	1.0016729435				
390097	0.9955922159				
390100	1.0009394705				
390101	1.0029506061				
390102	0.9920668135				
390104	0.9979819182				
390107	0.9983841453				
390110	0.9963020284				
390111	1.0026193602				
390112	1.0133611903				
390113	1.0046304958				
390114	0.9961364055				
390115	0.9977453140				
390116	0.9975560306				
390117	1.0089603524				
390118	0.9873110694				
390119	0.9997801100				
390123	1.0024537373				
390125	1.0005135830				
390127	0.9992122599				
390133	1.0017202643				
390137	0.9955212346				
390138	1.0122728110				
390139	1.0108531859				
390142	0.9932971553				
390145	0.9980292390				
390146	1.0025956998				
390147	0.9993778829				
390150	1.0006318851				
390151	1.0090549941				
390153	1.0082268794				
390156	0.9998037704				
390157	0.9991176183				
390160	1.0033291728				
390162	1.0039916645				
390163	1.0080375961				
390164	0.9930605511				
390168	0.9952136492				
390173	0.9992832412				
390174	0.9989993162				
390178	0.9994725245				
390179	1.0082742003				
390180	0.9890856008				
390183	1.0167840642				
390184	1.0046068354				
390185	1.0054822709				
390194	0.9911440572				
390195	1.0006555455				
390197	1.0025720394				
390198	1.0011050934				
390199	1.0128722083				
390201	1.0011760747				
390203	1.0047251375				
390204	1.0000876954				
390211	1.0025010581				
390217	1.0061211022				
390219	1.0113027339				
390220	1.0028086436				
390222	1.0062394043				
390223	0.9994488641				
390225	1.0012943768				
390226	0.9952136492				
390228	1.0055532521				
390231	1.0034001540				
390233	0.9990229766				
390237	0.9981002203				
390256	0.9960890847				
390258	1.0008448288				
390263	1.0024300769				
390265	0.9943618741				
390266	0.9949533846				
390267	0.9956631971				
390268	1.0017439247				
390270	0.9998984121				
390290	0.9945274970				
390304	1.0015783018				
390312	1.0064996689				
390326	1.0153486655				
390328	1.0021461519				
390329	0.9981238807				
390330	0.9979582578				
410004	0.9944801762				
410005	1.0013653580				
410006	1.0069018960				
410007	0.9932025136				
410008	1.0142839466				
410009	0.9935337595				
410010	0.9924927010				
410011	0.9980765598				
410012	1.0048434396				
410013	1.0002533184				
420002	0.9954502534				
420004	0.9957105180				
420005	1.0171941781				
420007	0.9960654243				
420009	1.0030689082				
420010	1.0011524143				
420015	0.9958761409				
420018	0.9989283349				
420019	0.9977926348				
420020	0.9973194264				
420023	1.0011760747				
420026	0.9959707826				
420027	0.9966332743				
420030	1.0007738476				
420033	1.0152067029				
420036	0.9976979931				
420037	1.0059318188				
420038	1.0071621606				
420043	0.9968935389				
420048	0.9985024474				
420049	1.0067835939				
420051	1.0029269457				
420053	1.0106639026				
420055	1.0072568023				
420065	0.9983131640				
420067	1.0059554793				
420068	0.9945748179				
420070	0.9964203305				
420071	0.9996618079				
420073	1.0014126789				
420078	0.9926346636				
420079	0.9898663946				
420080	0.9997327892				
420082	0.9960181034				
420083	0.9942672324				
420085	1.0022407935				
420086	0.9901266592				
420087	0.9993778829				
420089	0.9999220725				
420091	1.0110897901				
420098	1.0044175520				
420101	1.0048434396				
420102	1.0365957214				
420103	1.0092442774				
420104	1.0102380150				
420105	1.0091023149				
420106	1.0058844980				
420107	1.0022407935				
420109	1.0121781694				
430005	1.0036130978				
430008	1.0089603524				
430012	1.0085581253				
430013	1.0028559644				
430014	1.0025720394				
430015	1.0238664162				
430016	1.0014363393				
430027	0.9960417638				
430048	0.9989756558				
430095	1.0072094814				
430097	0.9998037704				
440002	0.9940542887				
440003	1.0036367582				
440006	0.9888726570				
440007	1.0008211684				
440009	0.9967515764				
440011	0.9985261078				
440012	0.9963020284				
440015	0.9984314661				
440017	0.9980055786				
440018	0.9945511575				
440020	0.9921141343				
440025	1.0054822709				
440029	1.0034001540				
440030	1.0040626458				
440031	1.0112317526				
440032	1.0072568023				
440033	0.9984551265				
440034	1.0035184561				
440035	0.9929185886				
440039	1.0005135830				
440046	1.0042046083				
440048	0.9968698785				
440049	0.9990229766				
440050	1.0052929875				
440053	0.9978636161				
440056	1.0004426017				
440057	0.9983604849				
440058	0.9952136492				
440059	0.9988810141				
440061	1.0078719732				
440063	0.9932261740				
440065	1.0005135830				
440067	0.9963730097				
440068	1.0064996689				
440072	0.9984314661				
440073	0.9980292390				
440081	1.0025720394				
440082	0.9977453140				
440083	0.9991176183				
440084	1.0042282687				
440091	1.0058371772				
440102	1.0013890185				
440104	0.9927293052				
440109	1.0008684892				
440110	1.0077536711				
440111	0.9962152736				
440120	0.9924927010				
440125	1.0008211684				
440130	1.0060264605				
440131	0.9960890847				
440132	1.0073041231				
440133	0.9948587429				
440137	1.0047961187				
440144	1.0000876954				
440148	1.0087710691				
440150	0.9940542887				
440151	0.9993069016				
440153	1.0054586105				
440156	0.9912860197				
440161	1.0017202643				
440173	0.9967752368				
440175	1.0024300769				
440176	1.0019332081				
440182	0.9957578388				
440183	0.9969645202				
440184	0.9977453140				
440185	0.9937467032				
440187	0.9917828885				
440189	0.9998747517				
440192	0.9945748179				
440193	0.9958998013				
440194	0.9991412787				
440197	0.9985261078				
440227	0.9997091287				
440228	0.9958051597				
450002	0.9914753030				
450007	1.0015073205				
450010	0.9997564496				
450011	0.9954502534				
450015	1.0030689082				
450018	0.9979345973				
450021	0.9957105180				
450023	1.0024773977				
450024	0.9902686217				
450028	1.0011050934				
450029	0.9948350825				
450032	1.0033764936				
450033	0.9990466370				
450035	0.9947404408				
450039	0.9993542225				
450040	0.9950716867				
450042	0.9945274970				
450044	1.0077063502				
450046	0.9896297904				
450051	0.9975087098				
450054	1.0057425355				
450055	1.0232985661				
450056	0.9980765598				
450058	0.9967752368				
450064	0.9986207495				
450068	0.9968225577				
450072	1.0043702312				
450079	1.0010341122				
450080	0.9978872765				
450082	1.0014363393				
450083	0.9939833074				
450087	1.0015073205				
450090	0.9889436382				
450092	0.9978636161				
450097	0.9949533846				
450099	1.0046541562				
450101	0.9978872765				
450102	1.0016492831				
450104	1.0026193602				
450107	0.9969408598				
450108	0.9980450126				
450119	1.0053639688				
450124	0.9939833074				
450128	1.0039916645				
450130	0.9966805951				
450133	0.9937230428				
450135	0.9939833074				
450137	0.9969171993				
450147	1.0044885333				
450148	0.9976743327				
450152	1.0043465708				
450154	1.0059949133				
450163	0.9968935389				
450165	1.0028559644				
450176	1.0117996027				
450184	0.9995671662				
450187	0.9947641012				
450192	0.9904105842				
450193	1.0006555455				
450194	0.9950953471				
450196	0.9967988972				
450200	0.9991649391				
450203	0.9942672324				
450209	0.9953792721				
450211	0.9961600659				
450213	0.9916409260				
450222	0.9951426679				
450229	0.9972484452				
450231	1.0048197792				
450235	0.9996854683				
450236	1.0019095477				
450271	0.9914989635				
450272	1.0080375961				
450289	0.9952373096				
450292	1.0057425355				
450299	0.9931315323				
450324	1.0011287539				
450330	1.0053403084				
450340	1.0025010581				
450346	0.9972484452				
450347	0.9941489304				
450351	1.0037077395				
450352	0.9957578388				
450358	1.0029979269				
450369	1.0095282025				
450370	0.9991176183				
450372	1.0030452478				
450379	1.0061920834				
450388	0.9922087760				
450389	0.9930132303				
450395	1.0050327229				
450403	0.9984551265				
450419	1.0006318851				
450424	0.9965386326				
450431	1.0065469897				
450447	1.0016492831				
450462	0.9953082909				
450465	0.9978162952				
450469	0.9919958323				
450475	1.0082978607				
450508	0.9915699447				
450518	0.9991176183				
450537	1.0028086436				
450539	1.0010104518				
450558	0.9929185886				
450563	1.0014126789				
450565	0.9903632634				
450571	0.9989519953				
450573	0.9981712015				
450587	0.9985734286				
450596	1.0071148398				
450597	1.0008211684				
450604	1.0166736489				
450610	1.0028086436				
450617	0.9952609700				
450634	0.9977453140				
450638	0.9932734949				
450639	0.9941016095				
450643	0.9977453140				
450644	0.9973667473				
450647	0.9963020284				
450651	0.9945984783				
450653	0.9930605511				
450654	1.0008211684				
450656	1.0000167142				
450659	0.9945511575				
450661	1.0019332081				
450662	1.0002059975				
450668	0.9997327892				
450669	0.9984551265				
450670	0.9971538035				
450672	1.0001586767				
450674	1.0010735462				
450675	0.9926346636				
450677	1.0063813668				
450678	1.0013653580				
450684	0.9942908929				
450686	0.9959707826				
450688	0.9999457329				
450690	1.0012628296				
450697	0.9924927010				
450702	1.0007738476				
450709	0.9976743327				
450711	1.0049617417				
450713	0.9960181034				
450716	0.9938176845				
450718	0.9965859535				
450723	0.9944328554				
450730	0.9954029325				
450742	1.0020751706				
450743	0.9990702974				
450747	1.0003242996				
450754	1.0165316864				
450755	1.0061211022				
450766	0.9945748179				
450771	0.9964203305				
450775	0.9980528994				
450779	1.0016256226				
450788	0.9968462181				
450801	0.9998037704				
450809	1.0007501872				
450820	1.0060501209				
450822	1.0051983459				
450827	1.0027140019				
450828	1.0022881144				
450840	0.9961127451				
450844	1.0036367582				
450847	0.9980055786				
450848	1.0024300769				
450851	1.0064996689				
450853	0.9991807127				
450855	1.0051983459				
450862	0.9977216536				
450867	0.9980765598				
450869	0.9982895036				
450872	1.0016413963				
450876	1.0092442774				
450885	0.9961127451				
450890	0.9998747517				
460001	0.9965622931				
460003	1.0014363393				
