HUC_12,AvgWindEnergy,kWhkm2day
030402050909,1.2,1200000.0
030402050910,1.2,1200000.0
030402060101,1.2,1200000.0
030402060102,1.2,1200000.0
030402060103,1.2,1200000.0
030402060104,1.2,1200000.0
030402060105,1.2,1200000.0
030402060201,1.2,1200000.0
030402060202,1.2,1200000.0
030402060203,1.2,1200000.0
030402060204,1.2,1200000.0
030402060301,1.2,1200000.0
030402060302,1.2,1200000.0
030402060303,1.2,1200000.0
030402060304,2.29950125,2299501.25
030402060305,1.2,1200000.0
030402060306,1.2,1200000.0
030402060401,1.2,1200000.0
030402060402,1.2,1200000.0
030402060403,1.2,1200000.0
030402060404,1.2,1200000.0
030402060405,1.2,1200000.0
030402060501,1.2,1200000.0
030402060502,1.2,1200000.0
030402060503,1.2,1200000.0
030402060504,1.2,1200000.0
030402060505,1.2,1200000.0
030402060506,1.2,1200000.0
030402060601,1.2,1200000.0
030402060602,1.2,1200000.0
030402060603,1.2,1200000.0
030402060604,1.2,1200000.0
030402060605,1.2,1200000.0
030402060701,1.2,1200000.0
030402060702,1.2,1200000.0
030402060703,1.2,1200000.0
030402060704,1.2,1200000.0
030402060705,1.2,1200000.0
030402060706,1.2,1200000.0
030402060801,1.2,1200000.0
030402060802,1.2,1200000.0
030402060803,1.2,1200000.0
030402060901,1.2,1200000.0
030402060902,1.2,1200000.0
030402060903,1.2,1200000.0
030402060904,1.2,1200000.0
030402060905,1.2,1200000.0
030402060906,1.2,1200000.0
030402060907,1.2,1200000.0
030402061001,1.2,1200000.0
030402061002,1.2,1200000.0
030402061003,1.217398625,1217398.625
030402070101,1.2,1200000.0
030402070102,1.2,1200000.0
030402070103,1.2,1200000.0
030402070104,1.2,1200000.0
030402070105,1.2,1200000.0
030402070106,1.203334,1203334.0
030402070201,1.2,1200000.0
030402070202,1.2,1200000.0
030402070203,1.2,1200000.0
030402070204,1.2,1200000.0
030402070205,1.2,1200000.0
030402070206,1.2,1200000.0
030402070207,1.208968125,1208968.125
030402070208,2.37346425,2373464.25
030402070209,4.936581,4936581.0
030402070210,5.302001,5302001.0
030402080101,1.2,1200000.0
030402080102,1.2,1200000.0
030402080103,1.2,1200000.0
030402080104,1.2,1200000.0
030402080105,1.2,1200000.0
030402080106,1.24805175,1248051.75
030402080107,1.989950875,1989950.875
030402080108,4.102353,4102353.0
030402080109,4.7997435,4799743.5
030402080201,1.2,1200000.0
030402080202,1.2,1200000.0
030402080203,1.2,1200000.0
030402080204,1.4809715,1480971.5
030402080205,4.00581425,4005814.25
030402080206,4.2,4200000.0
030402080301,1.204631125,1204631.125
030402080302,1.2,1200000.0
030402080303,2.41523425,2415234.25
030402080304,2.23750825,2237508.25
030402080305,1.629785875,1629785.875
030402080306,2.044870625,2044870.625
030402080307,1.48529075,1485290.75
030402080308,1.966514625,1966514.625
030402080309,4.2213625,4221362.5
030402080310,4.1786525,4178652.5
030402080311,4.5538685,4553868.5
030402080312,4.7055355,4705535.5
030402080313,4.779657,4779657.0
030402080314,5.0247775,5024777.5
030402080315,4.2318215,4231821.5
030402080401,1.78485775,1784857.75
030402080402,2.05140575,2051405.75
030402080403,4.7382645,4738264.5
030402080404,4.7778165,4777816.5
030501010101,1.88860075,1888600.75
030501010102,1.8225085,1822508.5
030501010103,1.377684625,1377684.625
030501010104,1.420959875,1420959.875
030501010105,1.281566375,1281566.375
030501010106,1.2615395,1261539.5
030501010201,1.76035675,1760356.75
030501010202,2.0634895,2063489.5
030501010301,2.277804,2277804.0
030501010302,2.032819375,2032819.375
030501010303,1.360441625,1360441.625
030501010401,1.61313675,1613136.75
030501010402,1.307251875,1307251.875
030501010403,1.2,1200000.0
030501010501,1.61372475,1613724.75
030501010502,1.969788125,1969788.125
030501010503,1.233135625,1233135.625
030501010504,1.474202625,1474202.625
030501010505,1.204823125,1204823.125
030501010506,1.2,1200000.0
030501010601,1.2,1200000.0
030501010602,1.202216875,1202216.875
030501010603,1.2,1200000.0
030501010604,1.24554225,1245542.25
030501010605,1.2,1200000.0
030501010606,1.265827125,1265827.125
030501010607,1.2,1200000.0
030501010608,1.206007625,1206007.625
030501010701,1.2,1200000.0
030501010702,1.2,1200000.0
030501010703,1.2,1200000.0
030501010801,1.2017905,1201790.5
030501010802,1.2,1200000.0
030501010803,1.2,1200000.0
030501010804,1.2,1200000.0
030501010901,1.2,1200000.0
030501010902,1.2,1200000.0
030501010903,1.2,1200000.0
030501010904,1.2,1200000.0
030501011001,1.2,1200000.0
030501011002,1.203611375,1203611.375
030501011003,1.2,1200000.0
030501011004,1.2,1200000.0
030501011005,1.2,1200000.0
030501011101,1.2,1200000.0
030501011102,1.2,1200000.0
030501011103,1.2,1200000.0
030501011104,1.2,1200000.0
030501011105,1.2,1200000.0
030501011106,1.2,1200000.0
030501011201,1.20040475,1200404.75
030501011202,1.2,1200000.0
030501011203,1.2,1200000.0
030501011204,1.2,1200000.0
030501011301,1.200354,1200354.0
030501011302,1.2,1200000.0
030501011303,1.2,1200000.0
030501011304,1.2,1200000.0
030501011401,1.2,1200000.0
030501011402,1.2,1200000.0
030501011403,1.2,1200000.0
030501011404,1.2,1200000.0
030501011405,1.2,1200000.0
030501011406,1.2,1200000.0
030501011501,1.20479875,1204798.75
030501011502,1.2,1200000.0
030501011503,1.2,1200000.0
030501011504,1.20104825,1201048.25
030501011505,1.2,1200000.0
030501011506,1.2,1200000.0
030501011507,1.2,1200000.0
030501011508,1.2,1200000.0
030501020101,1.280209125,1280209.125
030501020102,1.2059575,1205957.5
030501020103,1.2,1200000.0
030501020201,1.2675755,1267575.5
030501020202,1.200760125,1200760.125
030501020301,1.2,1200000.0
030501020302,1.2,1200000.0
030501020303,1.2,1200000.0
030501020401,1.2,1200000.0
030501020402,1.2,1200000.0
030501020403,1.2,1200000.0
030501020501,1.2,1200000.0
030501020502,1.2,1200000.0
030501020503,1.2,1200000.0
030501020504,1.2,1200000.0
030501020601,1.2,1200000.0
030501020602,1.2,1200000.0
030501020603,1.2,1200000.0
030501020604,1.2,1200000.0
030501020605,1.2,1200000.0
030501030101,1.2,1200000.0
030501030102,1.2,1200000.0
030501030103,1.2,1200000.0
030501030104,1.2,1200000.0
030501030105,1.2,1200000.0
030501030106,1.2,1200000.0
030501030107,1.2,1200000.0
030501030108,1.2,1200000.0
030501030109,1.2,1200000.0
030501030201,1.2,1200000.0
030501030202,1.2,1200000.0
030501030203,1.2,1200000.0
030501030204,1.2,1200000.0
030501030301,1.2,1200000.0
030501030302,1.2,1200000.0
030501030303,1.2,1200000.0
030501030304,1.2,1200000.0
030501030305,1.2,1200000.0
030501030401,1.2,1200000.0
030501030402,1.2,1200000.0
030501030403,1.2,1200000.0
030501030404,1.2,1200000.0
030501030405,1.2,1200000.0
030501030406,1.2,1200000.0
030501030407,1.2,1200000.0
030501030408,1.2,1200000.0
030501030409,1.2,1200000.0
030501030410,1.2,1200000.0
030501030501,1.2,1200000.0
030501030502,1.2,1200000.0
030501030503,1.2,1200000.0
030501030504,1.2,1200000.0
030501030505,1.2,1200000.0
030501030601,1.2,1200000.0
030501030602,1.2,1200000.0
030501030603,1.2,1200000.0
030501030604,1.2,1200000.0
030501030605,1.2,1200000.0
030501030606,1.2,1200000.0
030501040101,1.2,1200000.0
030501040102,1.2,1200000.0
030501040103,1.2,1200000.0
030501040104,1.2,1200000.0
030501040105,1.2,1200000.0
030501040106,1.2,1200000.0
030501040107,1.2,1200000.0
030501040108,1.2,1200000.0
030501040109,1.2,1200000.0
030501040110,1.2,1200000.0
030501040111,1.2,1200000.0
030501040201,1.2,1200000.0
030501040202,1.2,1200000.0
030501040203,1.2,1200000.0
030501040204,1.2,1200000.0
030501040205,1.2,1200000.0
030501040206,1.2,1200000.0
030501040207,1.2,1200000.0
030501040208,1.2,1200000.0
030501040301,1.2,1200000.0
030501040302,1.2,1200000.0
030501040303,1.2,1200000.0
030501040304,1.2,1200000.0
030501040305,1.2,1200000.0
030501040306,1.2,1200000.0
030501040307,1.2,1200000.0
030501040401,1.2,1200000.0
030501040402,1.2,1200000.0
030501040403,1.2,1200000.0
030501040404,1.2,1200000.0
030501040405,1.2,1200000.0
030501040406,1.2,1200000.0
030501040407,1.2,1200000.0
030501050101,1.534490125,1534490.125
030501050102,1.8514275,1851427.5
030501050103,1.500736,1500736.0
030501050104,1.474800875,1474800.875
030501050201,1.2,1200000.0
030501050202,1.222818125,1222818.125
030501050203,1.2,1200000.0
030501050204,1.228514625,1228514.625
030501050301,2.075076875,2075076.875
030501050302,2.11023175,2110231.75
030501050303,1.68326625,1683266.25
030501050304,1.403213625,1403213.625
030501050305,1.234484625,1234484.625
030501050306,1.214473,1214473.0
030501050307,1.2,1200000.0
030501050308,1.2,1200000.0
030501050309,1.2,1200000.0
030501050401,1.2,1200000.0
030501050402,1.208107,1208107.0
030501050403,1.2,1200000.0
030501050404,1.2,1200000.0
030501050405,1.208057875,1208057.875
030501050406,1.2,1200000.0
030501050407,1.2,1200000.0
030501050501,1.2,1200000.0
030501050502,1.2,1200000.0
030501050503,1.2,1200000.0
030501050504,1.2,1200000.0
030501050505,1.2,1200000.0
030501050506,1.2,1200000.0
030501050601,1.249074375,1249074.375
030501050602,1.246306,1246306.0
030501050603,1.20802725,1208027.25
030501050604,1.2016785,1201678.5
030501050605,1.2,1200000.0
030501050606,1.2,1200000.0
030501050701,1.2,1200000.0
030501050702,1.2,1200000.0
030501050703,1.2,1200000.0
030501050704,1.2,1200000.0
030501050705,1.2,1200000.0
030501050801,1.2,1200000.0
030501050802,1.2,1200000.0
030501050803,1.2,1200000.0
030501050804,1.2,1200000.0
030501050805,1.2,1200000.0
030501050901,1.203573875,1203573.875
030501050902,1.2,1200000.0
030501051001,1.2,1200000.0
030501051002,1.2,1200000.0
030501051003,1.2,1200000.0
030501051004,1.2,1200000.0
030501051101,1.2,1200000.0
030501051102,1.2,1200000.0
030501051103,1.2,1200000.0
030501051201,1.440376,1440376.0
030501051202,1.2,1200000.0
030501051203,1.2,1200000.0
030501051301,1.287188875,1287188.875
030501051302,1.2,1200000.0
030501051401,1.2,1200000.0
030501051402,1.2,1200000.0
030501051501,1.2,1200000.0
030501051502,1.2,1200000.0
030501051503,1.2,1200000.0
030501051504,1.2,1200000.0
030501051505,1.2,1200000.0
030501051506,1.2,1200000.0
030501051601,1.2,1200000.0
030501051602,1.2,1200000.0
030501051603,1.2,1200000.0
030501051604,1.2,1200000.0
030501060101,1.2,1200000.0
030501060102,1.2,1200000.0
030501060103,1.2,1200000.0
030501060104,1.2,1200000.0
030501060105,1.2,1200000.0
030501060201,1.2,1200000.0
030501060202,1.2,1200000.0
030501060203,1.2,1200000.0
030501060204,1.2,1200000.0
030501060205,1.2,1200000.0
030501060301,1.2,1200000.0
030501060302,1.2,1200000.0
030501060303,1.2,1200000.0
030501060304,1.2,1200000.0
030501060305,1.2,1200000.0
030501060401,1.2,1200000.0
030501060402,1.2,1200000.0
030501060403,1.2,1200000.0
030501060404,1.2,1200000.0
030501060405,1.2,1200000.0
030501060406,1.2,1200000.0
030501060501,1.2,1200000.0
030501060502,1.2,1200000.0
030501060503,1.2,1200000.0
030501060504,1.2,1200000.0
030501060505,1.2,1200000.0
030501060506,1.2,1200000.0
030501060507,1.2,1200000.0
030501060601,1.2,1200000.0
030501060602,1.2,1200000.0
030501060603,1.2,1200000.0
030501060701,1.2,1200000.0
030501060702,1.2,1200000.0
030501060703,1.2,1200000.0
030501060704,1.2,1200000.0
030501060705,1.2,1200000.0
030501060706,1.2,1200000.0
030501060707,1.2,1200000.0
030501060708,1.2,1200000.0
030501070101,1.230915375,1230915.375
030501070102,1.2,1200000.0
030501070103,1.2,1200000.0
030501070201,1.2,1200000.0
030501070202,1.2,1200000.0
030501070203,1.2,1200000.0
030501070301,1.2,1200000.0
030501070302,1.2,1200000.0
030501070303,1.2,1200000.0
030501070304,1.2,1200000.0
030501070305,1.2,1200000.0
030501070401,1.2,1200000.0
030501070402,1.2,1200000.0
030501070403,1.2,1200000.0
030501070404,1.2,1200000.0
030501070405,1.2,1200000.0
030501070406,1.2,1200000.0
030501070501,1.2,1200000.0
030501070502,1.2,1200000.0
030501070503,1.2,1200000.0
030501070504,1.2,1200000.0
030501070505,1.2,1200000.0
030501070506,1.2,1200000.0
030501070507,1.2,1200000.0
030501080101,1.215063625,1215063.625
030501080102,1.2,1200000.0
030501080103,1.2,1200000.0
030501080104,1.2,1200000.0
030501080105,1.2,1200000.0
030501080106,1.2,1200000.0
030501080201,1.2,1200000.0
030501080202,1.2,1200000.0
030501080203,1.2,1200000.0
030501080204,1.2,1200000.0
030501080205,1.2,1200000.0
030501080206,1.2,1200000.0
030501080301,1.2,1200000.0
030501080302,1.2,1200000.0
030501080303,1.2,1200000.0
030501080401,1.2,1200000.0
030501080402,1.2,1200000.0
030501080403,1.2,1200000.0
030501080501,1.2,1200000.0
030501080502,1.2,1200000.0
030501090101,1.68980325,1689803.25
030501090102,1.236279,1236279.0
030501090201,1.231127875,1231127.875
030501090202,1.336243125,1336243.125
030501090203,1.416118,1416118.0
030501090204,1.2,1200000.0
030501090301,1.2,1200000.0
030501090302,1.2,1200000.0
030501090303,1.2,1200000.0
030501090304,1.2,1200000.0
030501090305,1.2,1200000.0
030501090306,1.2,1200000.0
030501090307,1.2,1200000.0
030501090401,1.230232,1230232.0
030501090402,1.2,1200000.0
030501090403,1.2,1200000.0
030501090404,1.2,1200000.0
030501090501,1.2,1200000.0
030501090502,1.2,1200000.0
030501090503,1.2,1200000.0
030501090601,1.2,1200000.0
030501090602,1.2,1200000.0
030501090603,1.2,1200000.0
030501090604,1.2,1200000.0
030501090701,1.2,1200000.0
030501090702,1.2,1200000.0
030501090703,1.2,1200000.0
030501090704,1.2,1200000.0
030501090801,1.2,1200000.0
030501090802,1.2,1200000.0
030501090803,1.2,1200000.0
030501090804,1.2,1200000.0
030501090805,1.2,1200000.0
030501090806,1.2,1200000.0
030501090807,1.2,1200000.0
030501090808,1.2,1200000.0
030501090901,1.2,1200000.0
030501090902,1.2,1200000.0
030501090903,1.2,1200000.0
030501090904,1.2,1200000.0
030501090905,1.2,1200000.0
030501090906,1.2,1200000.0
030501090907,1.2,1200000.0
030501090908,1.2,1200000.0
030501091001,1.2,1200000.0
030501091002,1.2,1200000.0
030501091003,1.2,1200000.0
030501091101,1.2,1200000.0
030501091102,1.2,1200000.0
030501091103,1.2,1200000.0
030501091104,1.2,1200000.0
030501091105,1.2,1200000.0
030501091201,1.2,1200000.0
030501091202,1.2,1200000.0
030501091203,1.2,1200000.0
030501091204,1.2,1200000.0
030501091205,1.2,1200000.0
030501091206,1.2,1200000.0
030501091207,1.2,1200000.0
030501091301,1.2,1200000.0
030501091302,1.2,1200000.0
030501091303,1.2,1200000.0
030501091304,1.2,1200000.0
030501091305,1.2,1200000.0
030501091306,1.2,1200000.0
030501091307,1.2,1200000.0
030501091308,1.200948625,1200948.625
030501091309,1.349541375,1349541.375
030501091310,1.351684125,1351684.125
030501091311,1.578101625,1578101.625
030501091401,1.2,1200000.0
030501091402,1.2,1200000.0
030501091403,1.2,1200000.0
030501100101,1.2,1200000.0
030501100102,1.2,1200000.0
030501100103,1.2,1200000.0
030501100104,1.2,1200000.0
030501100201,1.2,1200000.0
030501100202,1.2,1200000.0
030501100203,1.2,1200000.0
030501100301,1.2,1200000.0
030501100302,1.2,1200000.0
030501100303,1.2,1200000.0
030501100304,1.2,1200000.0
030501100305,1.2,1200000.0
030501100306,1.2,1200000.0
030501100307,1.2,1200000.0
030501100308,1.2,1200000.0
030501100309,1.2,1200000.0
030501100310,1.2,1200000.0
030501100401,1.2,1200000.0
030501100402,1.2,1200000.0
030501100403,1.2,1200000.0
030501110101,1.2,1200000.0
030501110102,1.2,1200000.0
030501110103,1.2,1200000.0
030501110104,1.2,1200000.0
030501110105,1.2,1200000.0
030501110106,1.2,1200000.0
030501110107,1.209327625,1209327.625
030501110108,1.206104125,1206104.125
030501110109,1.561435,1561435.0
030501120101,1.200112625,1200112.625
030501120102,1.2,1200000.0
030501120103,1.2,1200000.0
030501120104,1.2,1200000.0
030501120105,1.2,1200000.0
030501120106,1.2,1200000.0
030501120201,1.2,1200000.0
030501120202,1.2,1200000.0
030501120203,1.2,1200000.0
030501120204,1.2,1200000.0
030501120205,1.2,1200000.0
030501120206,1.2,1200000.0
030501120301,1.2,1200000.0
030501120302,1.2,1200000.0
030501120303,1.995159375,1995159.375
030501120304,5.3401015,5340101.5
030501120401,1.2,1200000.0
030501120402,1.2,1200000.0
030501120403,1.898272,1898272.0
030501120404,5.359699,5359699.0
030502010101,2.36541575,2365415.75
030502010201,1.2,1200000.0
030502010202,1.2,1200000.0
030502010203,1.2,1200000.0
030502010301,1.2,1200000.0
030502010302,1.2,1200000.0
030502010303,1.2,1200000.0
030502010304,1.2,1200000.0
030502010305,1.2,1200000.0
030502010306,1.2,1200000.0
030502010401,1.2,1200000.0
030502010402,1.4289845,1428984.5
030502010501,1.2,1200000.0
030502010502,1.20140475,1201404.75
030502010503,1.2,1200000.0
030502010504,1.2,1200000.0
030502010505,1.2,1200000.0
030502010506,1.2,1200000.0
030502010601,1.2,1200000.0
030502010602,1.2,1200000.0
030502010603,1.2,1200000.0
030502010604,1.2,1200000.0
030502010605,1.243206875,1243206.875
030502010701,1.2,1200000.0
030502010702,1.2,1200000.0
030502010703,1.2,1200000.0
030502010704,1.2,1200000.0
030502010705,1.2,1200000.0
030502010706,1.2,1200000.0
030502010707,1.972545125,1972545.125
030502010708,4.919229,4919229.0
030502020101,1.2,1200000.0
030502020102,1.2,1200000.0
030502020103,1.2,1200000.0
030502020104,1.2,1200000.0
030502020105,1.2,1200000.0
030502020201,1.2,1200000.0
030502020202,1.2,1200000.0
030502020203,2.10525675,2105256.75
030502020204,3.05952175,3059521.75
030502020205,1.856320375,1856320.375
030502020206,4.7751935,4775193.5
030502020207,4.306137,4306137.0
030502030101,1.2,1200000.0
030502030102,1.2,1200000.0
030502030103,1.2,1200000.0
030502030104,1.2,1200000.0
030502030105,1.2,1200000.0
030502030106,1.2,1200000.0
030502030201,1.2,1200000.0
030502030202,1.2,1200000.0
030502030203,1.2,1200000.0
030502030204,1.2,1200000.0
030502030205,1.2,1200000.0
030502030206,1.2,1200000.0
030502030207,1.2,1200000.0
030502030208,1.2,1200000.0
030502030209,1.2,1200000.0
030502030210,1.2,1200000.0
030502030301,1.2,1200000.0
030502030302,1.2,1200000.0
030502030303,1.2,1200000.0
030502030304,1.2,1200000.0
030502030305,1.2,1200000.0
030502030306,1.2,1200000.0
030502030307,1.2,1200000.0
030502030308,1.2,1200000.0
030502040101,1.2,1200000.0
030502040102,1.2,1200000.0
030502040103,1.2,1200000.0
030502040104,1.2,1200000.0
030502040105,1.2,1200000.0
030502040106,1.2,1200000.0
030502040107,1.2,1200000.0
030502040108,1.2,1200000.0
030502040109,1.2,1200000.0
030502040201,1.2,1200000.0
030502040202,1.2,1200000.0
030502040203,1.2,1200000.0
030502040204,1.2,1200000.0
030502040205,1.2,1200000.0
030502040206,1.2,1200000.0
030502040207,1.2,1200000.0
030502040301,1.2,1200000.0
030502040302,1.2,1200000.0
030502040303,1.2,1200000.0
030502040304,1.2,1200000.0
030502040305,1.2,1200000.0
030502040306,1.2,1200000.0
030502040307,1.2,1200000.0
030502040308,1.2,1200000.0
030502040309,1.2,1200000.0
030502040310,1.2,1200000.0
030502040311,1.2,1200000.0
030502040312,1.2,1200000.0
030502050101,1.2,1200000.0
030502050102,1.2,1200000.0
030502050103,1.2,1200000.0
030502050104,1.2,1200000.0
030502050105,1.2,1200000.0
030502050106,1.2,1200000.0
030502050107,1.2,1200000.0
030502050108,1.2,1200000.0
030502050201,1.2,1200000.0
030502050202,1.2,1200000.0
030502050301,1.2,1200000.0
030502050302,1.2,1200000.0
030502050303,1.2,1200000.0
030502050304,1.2,1200000.0
030502050305,1.2,1200000.0
030502050306,1.2,1200000.0
030502050307,1.2,1200000.0
030502050308,1.2,1200000.0
030502050309,1.2,1200000.0
030502050310,1.2,1200000.0
030502050311,1.2,1200000.0
030502060101,1.2,1200000.0
030502060102,1.2,1200000.0
030502060103,1.2,1200000.0
030502060104,1.2,1200000.0
030502060105,1.2,1200000.0
030502060106,1.2,1200000.0
030502060107,1.2,1200000.0
030502060108,1.2,1200000.0
030502060201,1.2,1200000.0
030502060202,1.2,1200000.0
030502060203,1.2,1200000.0
030502060204,1.2,1200000.0
030502060301,1.2,1200000.0
030502060302,1.2,1200000.0
030502060303,1.2,1200000.0
030502060304,1.2,1200000.0
030502060305,1.2,1200000.0
030502060306,1.2,1200000.0
030502060307,1.2635595,1263559.5
030502060308,2.120392,2120392.0
030502060309,4.083389,4083389.0
030502060401,1.2017075,1201707.5
030502060402,1.2036875,1203687.5
030502060403,1.3042695,1304269.5
030502060404,1.318981,1318981.0
030502060405,1.7822165,1782216.5
030502060406,4.02267625,4022676.25
030502070101,1.2,1200000.0
030502070102,1.2,1200000.0
030502070103,1.2,1200000.0
030502070104,1.2,1200000.0
030502070105,1.2,1200000.0
030502070106,1.2,1200000.0
030502070107,1.2,1200000.0
030502070108,1.2,1200000.0
030502070109,1.2,1200000.0
030502070110,1.2,1200000.0
030502070111,1.2,1200000.0
030502070201,1.2,1200000.0
030502070202,1.2,1200000.0
030502070203,1.2,1200000.0
030502070301,1.2,1200000.0
030502070302,1.2,1200000.0
030502070401,1.2,1200000.0
030502070402,1.2,1200000.0
030502070403,1.2,1200000.0
030502070501,1.2,1200000.0
030502070502,1.2,1200000.0
030502070503,1.2,1200000.0
030502070504,1.2,1200000.0
030502070505,1.2,1200000.0
030502070506,1.2,1200000.0
030502070507,1.2,1200000.0
030502070508,1.2,1200000.0
030502070601,1.2,1200000.0
030502070602,1.2,1200000.0
030502070603,1.2,1200000.0
030502070604,1.2,1200000.0
030502070605,1.2,1200000.0
030502070606,1.2,1200000.0
030502070701,1.2,1200000.0
030502070702,1.2,1200000.0
030502070703,1.2,1200000.0
030502070704,1.2,1200000.0
030502070705,1.21670725,1216707.25
030502070706,1.5220125,1522012.5
030502070801,1.2,1200000.0
030502070802,1.2,1200000.0
030502070803,1.2,1200000.0
030502070804,1.2,1200000.0
030502070901,1.2,1200000.0
030502070902,1.2,1200000.0
030502070903,1.2,1200000.0
030502071001,1.2,1200000.0
030502071002,1.2,1200000.0
030502071003,1.769215,1769215.0
030502071101,1.532353625,1532353.625
030502071102,1.68436125,1684361.25
030502071103,1.9844335,1984433.5
030502071104,3.18960925,3189609.25
030502071106,4.18246075,4182460.75
030502080101,1.2,1200000.0
030502080102,1.2,1200000.0
030502080201,1.2,1200000.0
030502080202,1.2,1200000.0
030502080203,1.2,1200000.0
030502080204,1.2,1200000.0
030502080301,1.2,1200000.0
030502080302,1.2,1200000.0
030502080401,1.2,1200000.0
030502080402,1.2,1200000.0
030502080403,1.2,1200000.0
030502080404,1.2,1200000.0
030502080405,1.2,1200000.0
030502080406,1.2,1200000.0
030502080407,1.2,1200000.0
030502080501,1.393684,1393684.0
030502080502,1.23884175,1238841.75
030502080503,1.875264875,1875264.875
030502080601,1.2,1200000.0
030502080602,1.2,1200000.0
030502080603,1.21042675,1210426.75
030502080604,1.430980125,1430980.125
030502080605,1.327031,1327031.0
030502080606,1.23373975,1233739.75
030502080607,1.698250875,1698250.875
030502080608,2.54845825,2548458.25
030502080609,4.1794625,4179462.5
030502090101,3.60479225,3604792.25
030502090102,5.272447,5272447.0
030502090201,1.2,1200000.0
030502090202,2.3646145,2364614.5
030502090203,2.78123125,2781231.25
030502090204,2.57399075,2573990.75
030502090205,4.9043725,4904372.5
030502090206,4.7533555,4753355.5
030502090207,4.7912815,4791281.5
030502100101,2.671638,2671638.0
030502100102,2.71703825,2717038.25
030502100103,4.13598925,4135989.25
030502100104,4.146085,4146085.0
030601010101,1.413369875,1413369.875
030601010102,1.20454575,1204545.75
030601010103,1.52928725,1529287.25
030601010104,1.4199955,1419995.5
030601010105,1.2,1200000.0
030601010201,1.2,1200000.0
030601010202,1.223292625,1223292.625
030601010203,1.2,1200000.0
030601010204,1.2,1200000.0
030601010301,1.25260975,1252609.75
030601010302,1.2,1200000.0
030601010303,1.2,1200000.0
030601010304,1.2,1200000.0
030601010305,1.2,1200000.0
030601010306,1.2,1200000.0
030601010401,1.2,1200000.0
030601010402,1.20146125,1201461.25
030601010403,1.2,1200000.0
030601010404,1.2,1200000.0
030601010405,1.2,1200000.0
030601010406,1.2,1200000.0
030601010407,1.2,1200000.0
030601010408,1.2,1200000.0
030601010501,1.2,1200000.0
030601010502,1.2,1200000.0
030601010503,1.2,1200000.0
030601010601,1.2,1200000.0
030601010602,1.2,1200000.0
030601010701,1.2,1200000.0
030601010702,1.2,1200000.0
030601010703,1.2,1200000.0
030601010704,1.2,1200000.0
030601010801,1.2,1200000.0
030601010802,1.2,1200000.0
030601010803,1.2,1200000.0
030601010804,1.2,1200000.0
030601020101,1.7710815,1771081.5
030601020102,1.267130625,1267130.625
030601020103,1.229489125,1229489.125
030601020104,1.286065875,1286065.875
030601020105,1.291595625,1291595.625
030601020106,1.206112875,1206112.875
030601020107,1.20276575,1202765.75
030601020108,1.212008375,1212008.375
030601020201,1.55691625,1556916.25
030601020202,1.56081925,1560819.25
030601020203,1.222525,1222525.0
030601020204,1.468178375,1468178.375
030601020205,1.3885615,1388561.5
030601020206,1.30252575,1302525.75
030601020207,1.2663955,1266395.5
030601020208,1.256858125,1256858.125
030601020209,1.26369675,1263696.75
030601020210,1.22018075,1220180.75
030601020301,1.20424275,1204242.75
030601020302,1.2,1200000.0
030601020303,1.2,1200000.0
030601020304,1.20218525,1202185.25
030601020401,1.200019,1200019.0
030601020402,1.2,1200000.0
030601020403,1.204220375,1204220.375
030601020501,1.2,1200000.0
030601020502,1.2,1200000.0
030601020503,1.2,1200000.0
030601020504,1.2,1200000.0
030601020505,1.2,1200000.0
030601020506,1.2,1200000.0
030601020507,1.2,1200000.0
030601030100,1.2,1200000.0
030601030201,1.2,1200000.0
030601030202,1.2,1200000.0
030601030203,1.2,1200000.0
030601030204,1.2,1200000.0
030601030205,1.2,1200000.0
030601030206,1.2,1200000.0
030601030207,1.2,1200000.0
030601030301,1.2,1200000.0
030601030302,1.2,1200000.0
030601030303,1.2,1200000.0
030601030401,1.2,1200000.0
030601030402,1.2,1200000.0
030601030403,1.2,1200000.0
030601030404,1.2,1200000.0
030601030405,1.2,1200000.0
030601030406,1.2,1200000.0
030601030407,1.2,1200000.0
030601030408,1.2,1200000.0
030601030409,1.2,1200000.0
030601030410,1.2,1200000.0
030601030411,1.2,1200000.0
030601030501,1.2,1200000.0
030601030502,1.2,1200000.0
030601030503,1.2,1200000.0
030601030504,1.2,1200000.0
030601030505,1.2,1200000.0
030601030506,1.2,1200000.0
030601030507,1.2,1200000.0
030601030508,1.2,1200000.0
030601030509,1.2,1200000.0
030601030510,1.2,1200000.0
030601030511,1.2,1200000.0
030601030512,1.2,1200000.0
030601030513,1.2,1200000.0
030601030601,1.2,1200000.0
030601030602,1.2,1200000.0
030601030603,1.2,1200000.0
030601030604,1.2,1200000.0
030601030605,1.2,1200000.0
030601030606,1.2,1200000.0
030601030607,1.2,1200000.0
030601030608,1.2,1200000.0
030601030609,1.2,1200000.0
030601030701,1.2,1200000.0
030601030702,1.2,1200000.0
030601030703,1.2,1200000.0
030601030704,1.2,1200000.0
030601030705,1.2,1200000.0
030601030706,1.2,1200000.0
030601030707,1.2,1200000.0
030601030708,1.2,1200000.0
030601030709,1.2,1200000.0
030601030710,1.2,1200000.0
030601030711,1.2,1200000.0
030601030712,1.2,1200000.0
030601030713,1.2,1200000.0
030601040101,1.2,1200000.0
030601040102,1.2,1200000.0
030601040103,1.2,1200000.0
030601040104,1.2,1200000.0
