TABLE 16B.?ACTUAL HOSPITAL VALUE-BASED PURCHASING PROGRAM (VBP) ADJUSTMENT FACTORS FOR FY 2018*					
CMS Certification Number (CCN)	Actual FY 2018 Hospital VBP Adjustment Factor				
230029	1.0042765525				
230030	0.9933944347				
230031	1.0097038453				
230035	1.0144015337				
230036	0.9964780456				
230037	1.0061384202				
230038	1.0018812477				
230040	1.0089811240				
230041	0.9976481658				
230046	1.0038566859				
230047	0.9962233724				
230053	0.9979579035				
230054	0.9948811757				
230058	1.0059697853				
230059	1.0045243427				
230066	0.9961820740				
230069	1.0024846626				
230070	0.9979716696				
230072	1.0194605828				
230075	0.9932705396				
230077	1.0017780018				
230080	1.0069334137				
230081	1.0132210890				
230085	1.0089088519				
230089	1.0139885501				
230092	1.0050405722				
230093	1.0149797108				
230095	1.0065319018				
230096	0.9954180543				
230097	1.0057357612				
230099	0.9967602510				
230100	1.0027898116				
230104	1.0001604827				
230105	1.0106502661				
230108	1.0134379053				
230110	1.0025970859				
230117	1.0021015056				
230118	1.0174851446				
230121	1.0017780018				
230130	1.0026521504				
230132	0.9932911888				
230133	1.0139679010				
230141	0.9936491079				
230142	1.0054810880				
230146	0.9940345593				
230151	1.0028173438				
230156	1.0011585264				
230165	0.9914602949				
230167	1.0002430794				
230174	0.9914671779				
230176	1.0038291536				
230180	1.0092943032				
230193	1.0044279798				
230195	0.9970768718				
230197	0.9997199668				
230207	0.9997062007				
230208	0.9979234882				
230216	1.0046000563				
230217	1.0144015337				
230222	1.0111389633				
230227	1.0007455428				
230230	0.9967258357				
230236	0.9981299800				
230239	1.0162565184				
230241	1.0064034181				
230244	0.9925753506				
230254	0.9933462533				
230259	1.0180633216				
230269	1.0069402967				
230270	0.9986943909				
230273	0.9946471516				
230277	0.9984259515				
230297	1.0079452235				
230302	1.0025489045				
230303	1.0168106047				
240001	1.0006767122				
240002	1.0000572368				
240004	1.0039530487				
240006	1.0166660605				
240010	1.0129767403				
240014	1.0157987949				
240018	1.0172442375				
240019	1.0025489045				
240020	1.0121851884				
240022	1.0167142419				
240030	1.0021152717				
240036	1.0096315732				
240038	0.9971112871				
240040	1.0013925504				
240043	1.0098724803				
240044	1.0138474474				
240047	0.9994377614				
240050	1.0133415425				
240052	1.0065961437				
240053	1.0084958683				
240056	1.0049579755				
240057	1.0003050269				
240059	1.0188663453				
240063	1.0072706836				
240064	1.0135824496				
240066	1.0170033304				
240069	1.0143533523				
240071	1.0109324715				
240075	1.0197014899				
240076	1.0126188212				
240078	1.0034092870				
240080	0.9918388632				
240084	1.0103542945				
240088	1.0035607143				
240093	1.0018537154				
240100	1.0153169807				
240101	1.0170515118				
240104	1.0086197634				
240106	0.9964642795				
240115	1.0046964192				
240132	1.0093424847				
240141	1.0162966696				
240166	1.0094388475				
240187	1.0126188212				
240207	1.0058045918				
240210	1.0021152717				
240213	1.0137510846				
240214	1.0180633216				
250001	0.9934770314				
250002	1.0048616126				
250004	0.9995410073				
250006	1.0014407318				
250007	0.9980267341				
250009	1.0015508608				
250019	0.9979579035				
250020	0.9994652936				
250025	1.0026934487				
250031	0.9938900150				
250034	0.9929883342				
250036	1.0158469763				
250038	1.0080415863				
250040	0.9921692500				
250042	1.0062347831				
250043	1.0131488168				
250048	0.9996924346				
250049	1.0129560911				
250050	1.0102097502				
250057	1.0038016214				
250058	1.0076286027				
250061	1.0116070114				
250067	1.0012480061				
250069	0.9851072305				
250072	0.9951564981				
250077	0.9996098379				
250078	0.9954524696				
250082	0.9939932609				
250084	0.9991280237				
250085	0.9919489921				
250093	1.0069575044				
250094	0.9976894641				
250095	1.0143694128				
250096	0.9974898554				
250097	0.9992725679				
250099	0.9911780894				
250100	0.9982194597				
250102	1.0012893045				
250104	1.0002843777				
250117	1.0087161262				
250123	0.9994652936				
250124	1.0004289220				
250126	0.9942617003				
250128	0.9966948620				
250138	0.9963335013				
250141	0.9914671779				
250162	1.0133897239				
250167	1.0077524978				
250168	0.9952735101				
260001	0.9970562226				
260005	0.9955075341				
260006	1.0106709152				
260009	1.0135824496				
260011	1.0034850006				
260015	1.0072225022				
260017	0.9907238074				
260020	1.0048684957				
260022	1.0131006354				
260023	0.9948949418				
260024	1.0147869851				
260025	1.0025970859				
260027	0.9948467604				
260032	0.9979992018				
260034	1.0075597721				
260040	0.9962922030				
260047	1.0035607143				
260048	0.9921210686				
260050	1.0107397458				
260052	1.0091497590				
260057	0.9986221188				
260059	1.0064034181				
260061	1.0054397897				
260062	0.9999952892				
260064	1.0150278922				
260065	0.9976137505				
260068	0.9931535276				
260070	1.0018261832				
260074	1.0030628396				
260077	0.9991417898				
260078	1.0087643076				
260081	1.0035675973				
260085	1.0073670464				
260091	0.9978821898				
260094	1.0030031864				
260095	0.9966294729				
260096	1.0010277482				
260097	1.0117515557				
260102	1.0164893953				
260105	0.9876126643				
260108	1.0005803493				
260110	0.9955144172				
260113	1.0064034181				
260119	0.9940276762				
260137	0.9928988544				
260138	1.0034024039				
260141	0.9992450357				
260142	1.0095352103				
260162	1.0135824496				
260163	0.9973453111				
260176	0.9982366674				
260177	0.9948261112				
260179	1.0154752911				
260180	0.9966707713				
260183	0.9999677570				
260186	0.9982814073				
260190	1.0080897677				
260191	1.0078970421				
260193	1.0126910933				
260195	1.0053916082				
260200	0.9963954489				
260210	0.9981403046				
260214	0.9962371385				
260216	1.0084752191				
260219	1.0017298203				
270003	1.0128597283				
270004	1.0027622793				
270012	0.9970080412				
270014	1.0109875360				
270017	1.0072225022				
270023	1.0060661481				
270032	1.0074634093				
270049	0.9984672499				
270057	1.0065479623				
280003	0.9983364718				
280009	0.9994859428				
280013	1.0001535996				
280020	0.9977307625				
280023	0.9982469920				
280032	0.9931535276				
280040	1.0006009985				
280060	1.0006629460				
280061	0.9991762051				
280065	1.0008143734				
280077	0.9973934925				
280081	1.0015370947				
280105	0.9980519720				
280111	1.0003325592				
280125	0.9945026074				
280128	0.9979234882				
280130	0.9991624390				
280132	1.0042834356				
280134	0.9957553243				
290001	0.9896913484				
290003	0.9891682359				
290005	1.0022598159				
290007	0.9903245900				
290008	1.0106915644				
290009	1.0119649305				
290012	1.0012480061				
290019	1.0082136628				
290021	0.9928162577				
290022	0.9921898992				
290032	1.0010070990				
290039	1.0060179667				
290041	0.9990591931				
290045	0.9941171560				
290046	0.9938349505				
290047	0.9972420652				
290049	1.0078970421				
290053	1.0027278640				
290054	1.0025282553				
300001	0.9982263428				
300003	0.9959686991				
300005	1.0012961876				
300011	0.9990316608				
300012	0.9980198510				
300014	1.0072225022				
300017	1.0007661919				
300018	1.0056875798				
300019	1.0069334137				
300020	1.0025695536				
300023	1.0029550050				
300029	0.9969254445				
300034	0.9978340084				
310001	1.0022322837				
310002	0.9999058094				
310003	0.9998507450				
310005	1.0023974771				
310006	0.9945301396				
310008	1.0054879711				
310009	1.0018743646				
310010	1.0030031864				
310011	0.9952597440				
310012	1.0034092870				
310014	0.9914052304				
310015	1.0054673219				
310016	0.9979716696				
310017	0.9977514117				
310019	0.9964505133				
310021	0.9898290096				
310022	0.9952597440				
310024	0.9921417178				
310025	1.0010070990				
310027	0.9944268937				
310028	0.9972695975				
310029	0.9974279078				
310031	1.0050302476				
310032	0.9963954489				
310034	1.0017022881				
310038	0.9965881745				
310039	0.9975036215				
310040	0.9989628302				
310041	0.9883491517				
310044	0.9996855515				
310045	0.9983158226				
310047	1.0009245023				
310048	0.9936353418				
310050	1.0011585264				
310051	0.9966432390				
310052	0.9909578315				
310054	0.9981368630				
310057	0.9925478183				
310058	1.0055361525				
310060	1.0042352542				
310061	0.9937798861				
310064	1.0018537154				
310069	1.0108601994				
310070	1.0018193001				
310073	0.9980129679				
310074	1.0016885220				
310075	1.0064722487				
310076	1.0020670903				
310081	0.9933187210				
310083	1.0014166411				
310084	0.9953216915				
310086	1.0009245023				
310091	1.0030548094				
310092	1.0011998247				
310096	1.0079934049				
310108	0.9958310379				
310110	0.9987907537				
310111	0.9999884062				
310112	1.0003325592				
310113	0.9987838707				
310115	0.9947916959				
310118	1.0017780018				
310119	0.9945645549				
310130	0.9967912248				
320001	0.9900630337				
320002	0.9960168806				
320003	1.0116070114				
320004	0.9882872042				
320005	1.0044761613				
320006	1.0057288782				
320009	1.0008625548				
320011	1.0109324715				
320013	1.0170515118				
320016	1.0184487730				
320017	0.9969116784				
320018	1.0008006072				
320021	1.0015026794				
320022	1.0015370947				
320033	1.0018261832				
320038	1.0087643076				
320059	1.0115588300				
320061	1.0174851446				
320063	1.0055120618				
320065	1.0115106486				
320074	1.0109324715				
320085	0.9943649462				
320089	1.0029825372				
330003	0.9983571209				
330004	0.9984534838				
330005	0.9971870007				
330006	0.9970562226				
330008	1.0081861306				
330009	1.0022322837				
330011	1.0043591492				
330013	0.9963403844				
330014	0.9951771472				
330019	0.9983089395				
330023	0.9993413985				
330024	1.0008763209				
330027	0.9940689746				
330028	0.9951977964				
330030	1.0132451797				
330033	1.0116070114				
330043	0.9915841899				
330044	0.9887277200				
330045	0.9981024477				
330046	1.0060936804				
330047	1.0037052585				
330049	1.0017780018				
330055	0.9975518029				
330056	0.9984466007				
330057	0.9998094466				
330058	1.0119442813				
330059	1.0033542225				
330061	0.9963541505				
330065	0.9966707713				
330073	1.0153169807				
330074	1.0011034619				
330078	0.9938968981				
330079	1.0082343120				
330080	0.9978890729				
330084	1.0145942594				
330085	1.0081861306				
330086	0.9905999124				
330088	0.9950326030				
330090	0.9944681921				
330094	0.9971044040				
330096	1.0051507011				
330101	1.0048203143				
330102	0.9955144172				
330103	0.9976619319				
330104	0.9972627144				
330106	1.0043729154				
330107	0.9982745242				
330111	0.9904071867				
330115	1.0079693142				
330119	1.0047583667				
330125	1.0049786246				
330126	0.9982469920				
330127	0.9963747997				
330128	0.9926372981				
330132	1.0011998247				
330135	1.0120406442				
330136	1.0015990422				
330140	1.0054260235				
330141	0.9958998685				
330151	1.0011998247				
330153	1.0005459340				
330157	1.0011241111				
330158	1.0013719012				
330160	0.9906756260				
330162	1.0091497590				
330163	0.9900699167				
330164	1.0038498028				
330167	0.9958792194				
330169	1.0027278640				
330175	1.0170033304				
330180	1.0020189089				
330181	0.9925753506				
330182	1.0048134312				
330184	0.9958998685				
330185	1.0066443252				
330188	1.0021634531				
330191	0.9959274008				
330193	0.9972833636				
330194	1.0037878553				
330195	0.9974416740				
330196	0.9966225898				
330197	1.0124260955				
330198	0.9949981877				
330199	1.0053984913				
330201	0.9996098379				
330203	0.9961820740				
330204	0.9895881025				
330205	1.0030307187				
330208	1.0044555121				
330211	1.0006216477				
330214	1.0019294291				
330215	1.0013684597				
330218	1.0084270377				
330219	1.0000916521				
330221	0.9965606423				
330222	1.0044899274				
330223	1.0137912358				
330226	1.0051094028				
330229	1.0013443690				
330231	1.0001398335				
330232	0.9850751096				
330233	0.9916392544				
330234	0.9945026074				
330235	1.0007661919				
330236	1.0026659165				
330238	1.0049097940				
330239	0.9968153155				
330240	0.9931053462				
330241	0.9956314292				
330245	0.9889617441				
330246	0.9990798422				
330250	1.0029068236				
330259	0.9981024477				
330261	0.9985911450				
330264	0.9972695975				
330265	1.0057288782				
330267	0.9965124609				
330268	1.0075597721				
330270	1.0029343558				
330273	1.0013581351				
330276	1.0087161262				
330277	1.0124020048				
330279	0.9883078534				
330285	0.9997130838				
330286	0.9940827407				
330304	1.0005252848				
330307	1.0006904783				
330331	0.9970562226				
330332	0.9970080412				
330340	0.9948398773				
330350	0.9889066796				
330385	1.0131488168				
330386	1.0054879711				
330393	1.0000572368				
330394	0.9953216915				
330395	0.9880118818				
330396	0.9962371385				
330397	0.9930089833				
330399	1.0013306029				
330401	0.9993276324				
340001	0.9913776981				
340002	1.0015990422				
340003	1.0065238716				
340004	0.9955213002				
340008	1.0092943032				
340010	0.9995616564				
340014	0.9941240391				
340015	0.9926854795				
340016	1.0109324715				
340017	1.0011034619				
340020	1.0097761174				
340021	0.9954318205				
340023	1.0091015776				
340024	1.0120165535				
340027	0.9991417898				
340028	1.0039255165				
340030	1.0027140979				
340032	1.0034299361				
340037	1.0194605828				
340039	0.9994308783				
340041	0.9954662358				
340042	1.0044348629				
340047	1.0023561788				
340050	1.0035813635				
340051	1.0019707274				
340053	0.9973246619				
340060	1.0001880149				
340061	0.9998782772				
340064	1.0060661481				
340068	1.0072500344				
340069	0.9906343277				
340070	0.9991762051				
340071	0.9955625986				
340073	0.9957071429				
340075	1.0044348629				
340085	0.9886726556				
340087	1.0122333698				
340090	1.0063070552				
340091	1.0030307187				
340096	1.0020670903				
340097	1.0064997809				
340098	0.9990591931				
340099	1.0078488606				
340106	1.0143051709				
340107	1.0118960999				
340109	1.0068370508				
340113	0.9973453111				
340114	1.0002981439				
340115	1.0102097502				
340119	1.0051988826				
340120	1.0198942156				
340123	1.0057839427				
340126	0.9996993176				
340127	1.0035125329				
340129	1.0024525416				
340130	0.9916530205				
340131	1.0034092870				
340132	0.9992863340				
340133	1.0061143295				
340141	1.0017298203				
340142	1.0092323557				
340143	0.9928369068				
340144	1.0080415863				
340145	1.0078970421				
340147	0.9951496150				
340148	1.0227851008				
340151	1.0072225022				
340155	1.0053778421				
340158	1.0060902388				
340159	1.0031270815				
340166	1.0007661919				
340171	0.9995891887				
340173	0.9940207932				
340183	1.0012480061				
340184	0.9993207493				
340186	1.0033198072				
350002	1.0063827689				
350006	0.9939313134				
350011	0.9917493834				
350015	0.9994584105				
350019	0.9997406160				
350070	1.0037534400				
360001	1.0028517591				
360002	1.0067888694				
360003	0.9968359647				
360006	0.9936146926				
360008	0.9944681921				
360009	0.9972971297				
360010	1.0062106924				
360011	1.0029205897				
360012	1.0034643514				
360013	1.0029825372				
360014	1.0112697415				
360016	1.0126670026				
360017	0.9938555997				
360020	0.9954111713				
360025	1.0011998247				
360026	1.0014889132				
360027	0.9994446444				
360029	0.9972007669				
360032	1.0116551928				
360035	0.9950945505				
360036	1.0049097940				
360037	0.9997062007				
360039	0.9983295887				
360040	1.0008866455				
360041	1.0016334575				
360044	1.0017298203				
360046	1.0071743208				
360048	0.9932980719				
360051	1.0017711187				
360052	0.9983227056				
360054	1.0026452673				
360055	0.9991004914				
360056	1.0072431514				
360058	1.0039461656				
360059	0.9973315450				
360064	0.9918526293				
360065	1.0122815513				
360066	1.0055430356				
360068	1.0020877394				
360070	0.9978133592				
360072	0.9963541505				
360074	1.0032440935				
360075	1.0080174956				
360076	1.0002086641				
360077	1.0066374421				
360078	0.9919902905				
360079	0.9993207493				
360080	0.9977066718				
360081	1.0027760454				
360082	1.0013925504				
360084	0.9962646707				
360085	1.0008625548				
360086	1.0004977526				
360087	1.0029343558				
360089	1.0116551928				
360090	1.0004564542				
360091	1.0005665832				
360092	1.0039943471				
360095	1.0057495274				
360096	1.0171478747				
360098	1.0047927820				
360107	1.0088606705				
360109	1.0117997371				
360112	0.9966294729				
360118	0.9975724521				
360121	0.9950807844				
360123	1.0067269219				
360125	1.0030307187				
360131	0.9989352980				
360132	1.0048616126				
360133	1.0033266902				
360134	1.0016885220				
360137	1.0015508608				
360141	0.9990523100				
360143	1.0024043602				
360144	1.0070297765				
360145	1.0028792913				
360147	0.9947159822				
360148	1.0146906223				
360150	1.0066443252				
360151	1.0019707274				
360152	1.0027898116				
360155	1.0122746682				
360156	1.0033198072				
360159	0.9950257199				
360161	0.9942548172				
360163	1.0015508608				
360170	1.0082824934				
360172	1.0087023601				
360174	0.9989352980				
360175	0.9992243865				
360179	0.9930984631				
360180	1.0098242989				
360185	0.9968910292				
360189	1.0003807406				
360192	1.0071674377				
360197	0.9979234882				
360203	1.0082205459				
360210	1.0027657209				
360211	0.9977651778				
360218	1.0038498028				
360230	1.0046964192				
360234	1.0063690028				
360236	1.0026452673				
360239	1.0032716258				
360259	1.0093424847				
360262	1.0106433830				
360270	1.0069815951				
360276	0.9985154313				
360348	1.0024766323				
360352	1.0140482033				
360354	1.0008556717				
360355	1.0128918493				
360359	1.0081861306				
360360	0.9984328346				
370001	0.9951564981				
370002	0.9979234882				
370004	1.0076079535				
370006	1.0057770596				
370008	0.9940414423				
370013	0.9927405440				
370014	0.9993689308				
370015	1.0121851884				
370016	1.0114142857				
370018	0.9984534838				
370019	1.0098242989				
370020	0.9974416740				
370022	1.0080897677				
370023	1.0077524978				
370025	0.9941240391				
370026	1.0095352103				
370028	0.9924376894				
370029	1.0144978966				
370032	0.9985980280				
370034	0.9984053024				
370037	0.9949637724				
370039	1.0029825372				
370047	0.9951289658				
370048	1.0063070552				
370049	1.0036088957				
370054	1.0164251534				
370056	0.9992381526				
370078	0.9913639320				
370089	0.9980680324				
370091	0.9999058094				
370093	0.9919834074				
370094	1.0024387755				
370097	0.9950532522				
370099	1.0013443690				
370100	0.9863599474				
370106	0.9929883342				
370113	1.0086197634				
370114	0.9917080850				
370149	1.0041388913				
370153	0.9996580193				
370156	1.0062106924				
370166	0.9981162138				
370172	1.0218857143				
370173	1.0180954426				
370178	1.0214842025				
370180	1.0131488168				
370190	1.0127633655				
370202	1.0044555121				
370210	1.0170675723				
370211	1.0026934487				
370215	1.0122333698				
370218	1.0069334137				
370227	1.0132933611				
370228	1.0170033304				
370229	0.9986943909				
370234	1.0069093230				
370235	1.0110288344				
370236	1.0000434706				
380001	1.0074634093				
380002	1.0099206617				
380004	1.0049373263				
380005	1.0168106047				
380007	0.9906136785				
380009	1.0003463253				
380014	1.0008694378				
380017	1.0048134312				
380018	1.0018743646				
380020	1.0066030268				
380021	1.0029825372				
380022	1.0019707274				
380025	1.0059353700				
380027	1.0081379492				
380029	1.0091015776				
380033	1.0042834356				
380037	1.0110770158				
380038	1.0141124452				
380040	1.0112215600				
380047	1.0017229373				
380050	1.0089088519				
380051	1.0026727995				
380052	1.0039220749				
380056	0.9974095530				
380060	1.0139403687				
380061	1.0063621197				
380071	1.0179669588				
380075	1.0026039689				
380082	1.0040907099				
380089	1.0059697853				
380090	1.0058734224				
380091	1.0025764367				
380102	1.0018055340				
380103	1.0237487292				
390001	0.9930089833				
390002	0.9991280237				
390003	1.0084270377				
390004	0.9938005352				
390006	0.9953492237				
390008	1.0015852761				
390009	0.9904071867				
390012	1.0049097940				
390013	1.0061625110				
390016	1.0045725241				
390026	0.9906962752				
390027	0.9981506291				
390028	0.9952597440				
390030	1.0013925504				
390031	0.9955625986				
390032	0.9914189965				
390035	1.0033198072				
390036	0.9966088237				
390037	1.0013719012				
390039	1.0000916521				
390041	0.9980542663				
390042	0.9985842619				
390044	0.9979166051				
390045	0.9985498466				
390046	0.9940345593				
390048	1.0021634531				
390049	0.9990591931				
390050	0.9896844654				
390052	0.9985016652				
390056	0.9994171122				
390057	1.0016954050				
390058	1.0005252848				
390061	1.0013443690				
390062	1.0033198072				
390063	0.9919421091				
390065	1.0058011503				
390066	0.9923206773				
390067	1.0009795668				
390068	0.9926476227				
390070	1.0020429996				
390071	1.0008625548				
390072	0.9964780456				
390073	0.9931535276				
390076	0.9991280237				
390079	1.0026659165				
390080	1.0028861744				
390081	0.9975931013				
390084	1.0044761613				
390086	0.9975655690				
390090	1.0004220389				
390091	1.0091979404				
390093	0.9908568799				
390096	0.9945507888				
390097	0.9990867253				
390100	1.0033129241				
390101	0.9970562226				
390102	0.9961407756				
390104	1.0046688869				
390107	0.9919008107				
390110	0.9965331101				
390111	1.0059284869				
390112	1.0155578878				
390113	1.0068026355				
390114	1.0036088957				
390115	0.9975862182				
390116	0.9958998685				
390117	1.0018743646				
390118	0.9980198510				
390119	0.9949018248				
390123	0.9947228653				
390125	0.9971525855				
390127	0.9979854357				
390130	0.9998507450				
390133	0.9958792194				
390137	0.9959480500				
390138	1.0146424408				
390139	1.0096797546				
390142	0.9955419494				
390145	0.9978477745				
390146	1.0052952454				
390147	1.0028861744				
390150	0.9923344435				
390151	1.0031890290				
390153	1.0038773350				
390156	0.9943580631				
390157	0.9995134750				
390160	0.9948398773				
390162	0.9990316608				
390163	1.0057701765				
390164	0.9972007669				
390168	0.9948949418				
390173	1.0055361525				
390174	1.0033060411				
390178	1.0065617284				
390179	1.0111527294				
390180	0.9935183298				
390183	1.0094870289				
390184	0.9973453111				
390185	1.0006354138				
390192	1.0027416301				
390194	0.9941974584				
390195	1.0029481219				
390197	1.0012961876				
390198	0.9996580193				
390199	1.0054397897				
390201	0.9996236040				
390203	1.0029550050				
390204	0.9967671341				
390211	1.0032647427				
390217	0.9998025635				
390219	1.0012480061				
390220	0.9930089833				
390222	1.0041388913				
390223	1.0021152717				
390225	1.0013099537				
390226	0.9967946663				
390228	1.0035056498				
390231	0.9984053024				
390233	0.9984053024				
390236	1.0000434706				
390237	0.9935871604				
390256	0.9996993176				
390258	1.0006698291				
390263	1.0005734663				
390265	0.9934632653				
390266	0.9967671341				
390267	0.9894573244				
390268	1.0004908695				
390270	0.9960581789				
390290	0.9970837549				
390304	1.0092461218				
390312	1.0089088519				
390326	1.0108361087				
390328	1.0011516433				
390329	0.9983089395				
410001	1.0060661481				
410004	1.0050543383				
410005	1.0046207055				
410006	1.0038979842				
410007	0.9930089833				
410008	1.0207132997				
410009	0.9986599756				
410010	0.9947756354				
410011	1.0031477307				
410012	1.0089570333				
410013	1.0013443690				
420002	0.9906136785				
420004	0.9981575122				
420005	1.0129560911				
420007	0.9948880587				
420009	0.9958998685				
420010	1.0066443252				
420015	1.0047652498				
420018	0.9961751909				
420019	0.9882872042				
420020	1.0087883983				
420023	1.0020051427				
420026	1.0065479623				
420027	0.9964573964				
420030	1.0013925504				
420033	1.0172201468				
420036	1.0040425285				
420037	1.0011998247				
420038	1.0015370947				
420043	0.9971284947				
420048	1.0017780018				
420049	1.0001742488				
420051	1.0001742488				
420053	1.0128838190				
420055	1.0050784290				
420065	1.0032922749				
420067	1.0043453831				
420068	0.9987563384				
420070	1.0008074903				
420071	1.0015990422				
420072	1.0096797546				
420073	1.0041939558				
420078	0.9951358489				
420079	0.9904897834				
420080	1.0005528171				
420082	0.9931328784				
420083	0.9964298642				
420085	0.9982056936				
420086	0.9947503975				
420087	0.9996580193				
420089	1.0052952454				
420091	1.0109324715				
420098	1.0049442093				
420101	0.9974898554				
420103	1.0038979842				
420104	1.0134860868				
420105	1.0097279360				
420106	1.0008350225				
420107	1.0215323839				
430005	1.0036811678				
430008	1.0196051271				
430012	1.0071261393				
430013	1.0023561788				
430014	1.0107879273				
430015	1.0170033304				
430016	0.9992725679				
430027	0.9999195756				
430048	1.0139679010				
430077	0.9954868849				
430095	1.0067406880				
430097	1.0125706398				
440002	0.9942410511				
440003	0.9956589614				
440006	0.9889617441				
440007	0.9959962314				
440009	1.0045725241				
440010	1.0056325153				
440011	0.9981024477				
440012	1.0015095624				
440015	1.0000297045				
440017	0.9955625986				
440018	1.0007180105				
440020	0.9954180543				
440025	1.0002361963				
440029	1.0020326750				
440030	1.0013512520				
440031	1.0087643076				
440032	1.0119924627				
440033	0.9967671341				
440034	0.9983227056				
440035	0.9921004194				
440039	1.0017711187				
440046	1.0045725241				
440048	0.9976825811				
440049	0.9945645549				
440050	1.0063070552				
440053	0.9925478183				
440056	1.0013925504				
440057	0.9967671341				
440058	0.9991280237				
440059	0.9999471078				
440061	1.0004289220				
440063	0.9925340522				
440065	1.0073670464				
440067	0.9907926380				
440068	1.0018743646				
440072	0.9988630259				
440073	0.9996855515				
440081	1.0063552366				
440082	0.9938280675				
440083	0.9967671341				
440084	1.0005975570				
440091	1.0068370508				
440102	0.9957553243				
440104	0.9890512239				
440109	0.9998989264				
440110	1.0051025197				
440111	1.0070641918				
440120	0.9879499343				
440125	1.0033129241				
440130	1.0034161700				
440131	1.0029343558				
440132	1.0071261393				
440133	0.9940001440				
440137	0.9977307625				
440144	0.9960099975				
440148	0.9961889571				
440150	0.9945094904				
440151	0.9995134750				
440152	0.9888653812				
440153	1.0018261832				
440156	0.9917425003				
440159	1.0035125329				
440161	0.9980542663				
440173	1.0008006072				
440175	0.9981162138				
440176	1.0012548892				
440180	1.0079934049				
440182	0.9998989264				
440183	0.9921692500				
440184	1.0130524540				
440185	0.9918526293				
440187	0.9947916959				
440189	0.9989834794				
440193	0.9943098817				
440194	0.9962371385				
440197	1.0021634531				
440227	0.9987907537				
440228	0.9961476587				
450002	0.9901318643				
450007	1.0000434706				
450010	1.0005665832				
450011	0.9953216915				
450015	1.0055155033				
450018	0.9998438619				
450021	0.9970218073				
450023	1.0027622793				
450024	0.9903383561				
450028	0.9994997089				
450029	0.9923757418				
450032	1.0010070990				
450033	0.9987081570				
450034	0.9972076499				
450035	0.9956176631				
450039	0.9974485570				
450040	0.9993069832				
450042	0.9902901747				
450044	1.0096384562				
450046	0.9926372981				
450051	0.9940139101				
450054	1.0033679886				
450055	1.0102097502				
450056	1.0008006072				
450058	0.9931259954				
450064	0.9941171560				
450068	0.9967533680				
450072	1.0078970421				
450079	1.0011860586				
450080	1.0005252848				
450082	1.0041388913				
450083	0.9901043320				
450087	0.9997062007				
450090	0.9973453111				
450092	0.9985498466				
450097	0.9971319363				
450099	1.0118479185				
450101	0.9949706554				
450102	0.9982263428				
450104	0.9986462095				
450107	0.9938624828				
450108	0.9936835232				
450119	1.0027278640				
450124	0.9908408195				
450128	1.0090052147				
450130	1.0022598159				
450132	0.9884868129				
450133	0.9924583385				
450135	0.9955144172				
450137	1.0043040848				
450144	1.0301086766				
450147	0.9979372543				
450148	1.0034643514				
450154	1.0078970421				
450163	1.0022598159				
450165	0.9940930653				
450176	1.0062106924				
450184	1.0065617284				
450187	1.0011034619				
450192	1.0087643076				
450193	0.9980198510				
450194	1.0030789001				
450196	0.9934770314				
450200	1.0025351383				
450203	1.0032922749				
450209	0.9929608019				
450211	0.9974898554				
450213	0.9908545856				
450222	0.9953079254				
450229	0.9967877833				
450231	1.0010002160				
450235	0.9957392638				
450236	0.9916599036				
450237	0.9986324433				
450271	0.9922656129				
450272	1.0012755384				
450280	0.9948398773				
450289	0.9953148084				
450292	1.0036570771				
450299	0.9992002958				
450324	0.9978546576				
450330	0.9990316608				
450340	1.0028517591				
450347	0.9954937680				
450351	1.0042352542				
450352	1.0002086641				
450358	1.0058734224				
450369	1.0033198072				
450370	1.0075597721				
450372	1.0027485132				
450379	0.9999471078				
450388	0.9960237636				
450389	0.9999471078				
450395	0.9948880587				
450399	1.0134057844				
450403	0.9998782772				
450419	0.9986943909				
450424	0.9951564981				
450431	1.0071399055				
450447	0.9884558392				
450462	0.9949706554				
450465	0.9943098817				
450469	0.9983502379				
450475	1.0025970859				
450484	1.0008625548				
450508	0.9955625986				
450518	0.9965537592				
450537	1.0008350225				
450539	1.0035607143				
450558	0.9975449199				
450563	1.0013306029				
450565	0.9954180543				
450571	0.9996924346				
450573	1.0006698291				
450580	0.9986301490				
450587	0.9948880587				
450596	0.9971284947				
450597	1.0045243427				
450604	1.0145460780				
450610	1.0024043602				
450617	1.0019431952				
450634	1.0038498028				
450638	0.9947435145				
450639	0.9956176631				
450643	0.9981024477				
450644	0.9971663516				
450647	0.9990523100				
450651	0.9933324872				
450653	1.0033679886				
450654	1.0095512708				
450656	0.9989834794				
450659	1.0024043602				
450661	0.9908614686				
450662	0.9972971297				
450668	0.9929608019				
450669	1.0029550050				
450670	1.0038085044				
450672	1.0031270815				
450674	0.9981162138				
450675	0.9912606861				
450677	1.0007524258				
450678	0.9964918117				
450684	0.9978340084				
450686	0.9986324433				
450688	0.9996580193				
450690	1.0064034181				
450697	0.9962233724				
450702	1.0044968104				
450709	1.0042352542				
450711	1.0081035339				
450713	0.9974003756				
450716	0.9950945505				
450718	0.9982538750				
450723	0.9939381964				
450730	0.9916254883				
450742	0.9988595843				
450743	0.9945163735				
450747	0.9987425723				
450754	1.0052470640				
450755	1.0056806968				
450766	1.0017780018				
450771	0.9977307625				
450775	0.9967189527				
450779	1.0042765525				
450788	0.9965950576				
